ticker,name,sector,return_12mo,rally_start_date,quality,value,growth,momentum,overall,score_at_rally_start,score_at_1mo,score_at_3mo,score_current,trend_entries,trend_exits,super_uptrend_entries,avg_trend_duration_days,max_trend_duration_days,time_in_trend_pct,max_drawdown_pct,drawdown_peak_date,drawdown_trough_date,recovery_days,recovered,avg_volume_before,avg_volume_during,volume_increase_pct,volume_spike_days,max_volume_spike,volume_breakout_days,volume_breakout_accuracy,avg_gain_after_breakout,sideways_periods,total_sideways_days,sideways_pct_of_period,max_sideways_streak,avg_sideways_length,trailing_10_triggers,trailing_10_captured,trailing_15_triggers,trailing_15_captured,trailing_20_triggers,trailing_20_captured,early_return_pct,early_volatility,early_max_drawdown,early_avg_daily_range,early_days,mid_return_pct,mid_volatility,mid_max_drawdown,mid_avg_daily_range,mid_days,late_return_pct,late_volatility,late_max_drawdown,late_avg_daily_range,late_days
UNIONBANK.NS,Union Bank of India,Banking,69.2,2024-11-25,,6.1,2.7,10.0,,,,27.0,100.0,3,2,2,63.0,175,76.0,-21.8,2024-12-10,2025-01-13,80.0,True,13641811,12843068,-5.9,19,6.5,19,66.7,0.85,5,43,14.9,13,8.6,79,-4.2,23,-9.8,1,-15.5,-3.2,39.8,-21.8,3.34,72,20.9,33.9,-17.0,2.83,144,27.8,28.3,-5.3,2.48,72
INDIANB.NS,Indian Bank,Banking,65.2,2024-07-09,,7.2,6.6,8.2,,,,,,2,1,5,105.0,205,84.0,-21.85,2024-07-31,2025-01-13,126.0,True,2260111,1841313,-18.5,21,4.7,21,57.1,0.78,10,89,23.3,16,8.9,132,1.0,35,-5.9,1,-12.2,4.3,36.2,-18.1,3.43,95,22.0,30.4,-21.2,2.91,191,,27.2,-13.1,2.37,96
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,62.6,2024-06-12,0.6,3.6,0.0,8.9,3.3,,,,,1,0,5,250.0,250,100.0,-38.62,2024-07-18,2024-10-22,150.0,True,8335096,8432983,1.2,37,17.6,37,55.6,1.95,10,74,18.5,19,7.4,118,9.8,78,4.0,49,-2.0,-16.8,43.9,-38.6,3.46,100,71.8,35.4,-14.6,3.24,200,,30.2,-10.6,2.68,100
IIFL.NS,IIFL Finance Limited,Financial Services,62.5,2024-09-05,1.2,6.4,,7.8,,,,,100.0,1,0,2,175.0,175,70.0,-46.53,2024-09-20,2025-03-04,136.0,True,2525696,2096958,-17.0,26,17.9,26,42.3,0.18,2,12,3.5,6,6.0,225,-1.3,192,-6.9,127,-10.9,-10.1,40.2,-25.1,3.91,85,1.1,43.0,-34.7,3.76,171,42.0,28.6,-7.6,2.84,86
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,61.9,2024-07-05,7.6,1.8,9.9,5.3,6.1,,,,100.0,3,2,2,60.0,165,72.0,-26.9,2024-12-09,2025-03-12,124.0,True,109497,212659,94.2,90,62.4,90,67.8,0.81,6,48,12.5,18,8.0,146,-7.5,79,-4.2,40,-12.0,-0.6,28.0,-14.0,3.46,96,42.2,35.1,-26.9,3.5,192,6.6,23.4,-12.0,2.57,96
TVSMOTOR.NS,TVS Motor Company Limited,Auto,61.7,2024-10-08,8.7,3.4,10.0,5.1,6.8,,,,,2,1,3,100.0,190,80.0,-23.19,2024-10-15,2025-01-13,123.0,True,1036469,785446,-24.2,13,3.6,13,61.5,0.29,10,90,28.1,19,9.0,108,-9.4,47,-12.9,10,-20.6,-10.4,29.6,-23.2,2.88,80,43.5,26.9,-16.1,2.51,160,,17.9,-7.4,1.9,80
CUB.NS,City Union Bank Limited,Banking,61.5,2024-06-14,10.0,5.9,7.0,6.4,7.3,,,,,2,1,2,108.0,195,86.0,-21.69,2024-12-16,2025-03-11,63.0,True,4361383,3190279,-26.9,13,20.9,13,69.2,1.22,7,47,11.8,10,6.7,73,2.3,28,5.2,9,-1.4,19.3,33.1,-12.1,2.87,99,15.2,29.5,-21.7,3.01,199,,36.7,-12.0,3.25,100
AUBANK.NS,AU Small Finance Bank Limited,Banking,61.1,2024-08-30,,2.5,4.1,8.4,,,,,,1,1,2,170.0,170,69.4,-34.64,2024-09-19,2025-03-17,84.0,True,3765508,2853577,-24.2,15,5.5,15,66.7,2.31,13,103,29.8,14,7.9,176,-3.5,131,-7.3,103,-15.7,-17.1,27.9,-28.6,2.62,86,23.4,33.2,-19.2,2.87,173,,25.0,-4.2,2.06,87
CANBK.NS,Canara Bank,Banking,60.3,2024-12-03,,7.3,6.7,8.8,,,,0.0,,1,0,2,175.0,175,70.0,-26.24,2024-12-10,2025-02-28,89.0,True,33775403,25497674,-24.5,6,2.8,6,66.7,2.16,7,64,22.7,14,9.1,80,-7.4,52,-11.7,25,-18.6,-20.8,32.1,-26.2,2.92,70,60.9,28.4,-11.3,2.49,141,,21.6,-6.0,2.28,71
HBLENGINE.NS,HBLENGINE.NS,Capital Goods,59.3,2025-04-11,7.6,5.5,9.2,3.3,6.4,29.0,1.0,49.0,,1,1,1,60.0,60,30.8,-30.58,2025-11-10,2025-12-17,,False,2826685,2601911,-8.0,16,12.2,16,62.5,2.06,0,0,0.0,0,0.0,51,-4.7,35,86.1,22,75.4,15.5,45.8,-11.8,3.72,48,73.1,40.9,-12.2,3.59,96,,50.5,-30.6,4.21,49
NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,59.3,2024-09-27,10.0,4.5,9.5,8.5,8.1,,,,100.0,1,0,6,255.0,255,100.0,-12.28,2025-07-30,2025-09-29,32.0,True,254376,197302,-22.4,14,20.6,14,42.9,0.29,3,22,6.7,9,7.3,19,-6.1,0,never_triggered,0,never_triggered,10.2,35.9,-11.8,3.13,81,29.4,28.0,-11.5,3.24,163,28.2,37.3,-8.4,2.88,82
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Aerospace & Defense,58.6,2024-11-27,4.0,5.4,10.0,2.3,5.4,,,4.0,,1,1,4,165.0,165,66.0,-36.11,2025-06-23,2025-12-18,,False,2434650,1908794,-21.6,19,7.2,19,63.2,3.11,2,12,4.2,6,6.0,200,-5.7,169,-11.7,144,-17.7,-21.7,53.9,-31.4,5.39,71,98.5,63.6,-33.1,5.19,143,,33.1,-23.9,3.28,72
BANKINDIA.NS,Bank of India Limited,Banking,58.3,2024-07-29,,8.2,4.9,9.6,,,,,100.0,2,1,4,98.0,190,78.0,-28.43,2024-08-02,2025-01-13,147.0,True,14386656,8584458,-40.3,4,4.4,4,75.0,2.07,12,110,29.8,14,9.2,159,-9.4,87,-15.7,39,-20.2,-7.4,26.6,-23.5,2.65,92,0.7,33.2,-21.7,2.9,184,39.5,26.3,-7.2,2.37,93
GODFRYPHLP.NS,Godfrey Phillips India Limited,Consumer Goods,58.2,2024-08-09,8.5,6.3,4.8,1.3,5.2,,,,,2,2,2,92.0,180,74.0,-48.28,2024-09-16,2025-01-22,92.0,True,484938,751922,55.1,69,19.2,69,45.6,0.27,1,5,1.4,5,5.0,219,67.6,180,59.6,140,46.1,30.0,65.2,-31.7,5.02,90,96.9,69.8,-27.5,5.39,180,,44.8,-42.6,3.56,90
VEDL.NS,Vedanta Limited,Metals & Mining,56.8,2024-08-20,7.7,5.0,3.5,10.0,6.6,,,,,6,5,5,32.0,105,76.0,-27.71,2024-12-12,2025-04-09,198.0,True,19286093,10164827,-47.3,3,2.4,3,100.0,1.45,8,57,16.1,10,7.1,177,7.8,56,1.8,15,-2.5,10.1,28.8,-16.0,2.79,88,-0.8,32.4,-21.6,2.71,177,,25.7,-6.5,2.36,89
CHOICEIN.NS,Choice International Limited,Financial Services,56.7,2024-10-28,5.7,1.5,7.4,7.4,5.5,,,74.0,100.0,1,0,6,255.0,255,100.0,-17.41,2024-12-16,2025-02-28,54.0,True,709748,537354,-24.3,9,6.7,9,55.6,0.62,8,77,25.2,18,9.6,45,6.2,4,-0.9,0,never_triggered,5.4,33.2,-14.0,3.03,76,61.2,27.3,-6.7,2.53,153,5.1,25.5,-15.7,2.23,77
MFSL.NS,Max Financial Services Limited,Insurance,56.6,2024-06-14,3.1,2.0,1.9,4.2,2.8,,,,76.0,2,1,5,108.0,210,86.0,-23.4,2024-10-24,2025-03-03,57.0,True,1231629,910616,-26.1,16,20.1,16,68.8,2.28,14,100,25.1,10,7.1,89,-0.2,44,9.9,7,2.2,25.9,29.0,-10.8,2.88,99,34.4,24.9,-20.3,2.66,199,1.7,20.9,-7.1,2.26,100
HINDALCO.NS,Hindalco Industries Limited,Metals & Mining,56.5,2024-08-20,8.3,8.2,8.5,9.3,8.6,,,,100.0,4,3,3,45.0,145,72.0,-26.23,2024-10-01,2025-04-07,158.0,True,8219808,5472870,-33.4,3,4.2,3,66.7,0.87,12,125,35.3,21,10.4,163,0.9,89,-6.9,37,-10.7,-6.8,29.6,-18.2,2.56,88,19.1,27.9,-20.4,2.33,177,27.4,22.4,-10.1,1.93,89
PAYTM.NS,One97 Communications Limited,Financial Services,53.7,2025-03-24,0.5,0.0,5.4,7.7,3.4,93.0,97.0,71.0,,1,0,2,205.0,205,100.0,-13.14,2025-09-03,2025-09-29,21.0,True,7809835,4860378,-37.8,9,6.7,9,33.3,1.16,4,27,13.2,10,6.8,9,6.5,0,never_triggered,0,never_triggered,26.6,41.5,-10.0,3.8,51,31.9,30.6,-13.1,2.88,102,,28.4,-7.8,2.48,52
GVT&D.NS,GE Vernova T&D India Ltd,Capital Goods,53.5,2024-07-24,8.2,4.3,10.0,1.9,6.1,,,,,2,2,2,85.0,160,68.0,-39.9,2024-12-20,2025-04-07,50.0,True,133947,520500,288.6,259,134.4,259,54.1,0.92,0,0,0.0,0,0.0,113,10.1,77,24.8,69,14.6,30.3,45.2,-14.1,4.83,93,43.1,44.2,-39.9,4.36,186,,37.6,-14.3,3.76,93
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,51.8,2025-03-19,,6.1,4.9,2.0,,75.0,81.0,100.0,21.0,1,1,1,160.0,160,76.2,-27.53,2025-09-24,2026-01-12,,False,9035,9914,9.7,15,14.9,15,38.5,-1.34,1,8,3.8,8,8.0,57,3.4,52,57.0,30,46.0,38.8,54.9,-13.9,4.42,52,4.1,32.0,-17.7,3.42,104,,32.7,-15.1,2.76,52
NYKAA.NS,FSN E-Commerce Ventures Limited,Retail,51.5,2024-06-14,3.2,2.0,10.0,4.3,4.9,,,,75.0,1,0,2,190.0,190,76.0,-29.97,2024-08-23,2025-02-28,172.0,True,5360298,8662642,61.6,63,36.1,63,54.0,-0.02,5,34,8.5,10,6.8,196,16.5,133,12.4,109,4.6,7.2,36.4,-21.9,3.65,99,26.5,29.0,-17.1,3.12,199,9.8,26.0,-10.0,2.53,100
CCL.NS,CCL Products (India) Limited,Consumer Goods,50.9,2024-06-28,6.5,5.6,9.9,4.9,6.7,,,,29.0,1,1,4,165.0,165,66.0,-33.62,2024-09-04,2025-04-04,46.0,True,203771,484723,137.9,65,93.9,65,42.9,-0.2,4,25,6.4,10,6.2,172,26.4,114,18.5,88,12.5,17.9,42.1,-24.3,3.33,97,23.7,41.9,-32.5,3.79,194,10.9,33.6,-14.8,3.12,98
BEL.NS,Bharat Electronics Limited,Aerospace & Defense,50.9,2024-11-05,8.5,2.2,8.7,5.5,6.2,,,36.0,,3,2,5,68.0,190,82.0,-22.64,2024-12-16,2025-02-18,70.0,True,35488928,19293425,-45.6,2,3.5,2,100.0,1.74,9,81,27.0,22,9.0,87,-1.5,22,-9.3,5,-12.6,-11.5,37.0,-22.6,3.11,75,56.4,27.3,-15.6,2.48,150,,21.6,-10.3,1.92,75
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Oil & Gas,50.8,2024-07-08,4.9,8.6,,5.1,,,,,,3,2,2,53.0,145,64.0,-61.24,2024-07-18,2025-02-28,,False,1252428,2039386,62.8,68,27.7,68,49.3,-0.18,1,6,1.6,6,6.0,370,11.8,347,6.7,316,-2.2,-37.0,52.1,-51.1,4.22,95,17.1,44.3,-30.5,3.9,192,,49.0,-28.6,4.07,96
EICHERMOT.NS,Eicher Motors Limited,Auto,50.0,2024-07-05,9.0,4.5,8.8,5.5,7.0,,,,,2,1,4,122.0,225,98.0,-14.25,2025-02-03,2025-02-14,60.0,True,754281,507039,-32.8,7,3.8,7,42.9,0.04,14,184,47.9,37,13.1,11,3.5,0,never_triggered,0,never_triggered,6.4,26.1,-9.4,2.2,96,27.2,24.3,-14.3,2.11,192,,17.6,-5.0,1.79,96
TATASTEEL.NS,Tata Steel Limited,Metals & Mining,49.3,2024-09-24,4.0,7.3,9.4,9.1,7.5,,,,,2,1,3,95.0,175,76.0,-27.07,2024-09-30,2025-01-13,170.0,True,47136208,31107054,-34.0,2,2.9,2,100.0,4.92,12,101,30.7,16,8.4,128,-6.3,78,-13.3,35,-17.7,-19.2,24.1,-27.1,2.47,82,36.6,30.0,-20.0,2.34,164,,22.6,-13.2,1.92,83
ASAHIINDIA.NS,Asahi India Glass Limited,Auto,49.0,2024-07-22,4.3,2.0,1.6,3.5,2.8,,,,27.0,2,2,4,65.0,90,52.0,-29.4,2024-09-23,2025-03-17,107.0,True,259967,304258,17.0,33,38.1,33,39.4,-0.64,1,5,1.3,5,5.0,144,-5.2,91,6.0,49,1.5,8.0,41.5,-21.3,3.91,93,17.4,36.1,-26.8,3.67,187,16.3,36.3,-13.6,3.25,94
NETWEB.NS,Netweb Technologies India Limited,IT & Technology,48.9,2024-08-20,4.5,2.0,9.3,4.8,5.2,,,,,1,0,2,115.0,115,46.0,-54.73,2024-12-17,2025-02-18,199.0,True,181105,956471,428.1,151,77.1,151,46.9,0.94,0,0,0.0,0,0.0,229,-5.8,210,-4.7,202,-8.0,6.1,39.6,-14.0,4.69,88,16.0,65.1,-53.6,5.16,177,,57.2,-30.6,5.01,89
NH.NS,Narayana Hrudayalaya Limited,Pharma & Healthcare,47.9,2024-07-15,7.7,4.5,8.0,7.6,7.0,,,,93.0,1,0,6,250.0,250,100.0,-23.8,2025-06-27,2025-09-25,,False,384925,535985,39.2,48,34.6,48,33.3,-0.67,6,55,14.6,13,9.2,156,-1.1,98,54.1,52,42.6,0.6,26.7,-13.2,2.69,94,39.8,34.5,-23.1,3.36,189,6.3,33.3,-10.4,2.71,95
BSE.NS,BSE Limited,Financial Services,47.5,2024-08-08,8.0,3.0,10.0,8.8,7.4,,,,,3,2,5,78.0,125,94.0,-36.49,2025-01-17,2025-03-11,41.0,True,3563909,7568087,112.4,134,15.8,134,61.7,2.46,0,0,0.0,0,0.0,155,63.8,103,56.3,60,78.2,120.3,66.7,-15.5,5.08,90,25.4,57.5,-36.5,4.19,180,,36.3,-13.3,3.01,91
HEROMOTOCO.NS,Hero MotoCorp Limited,Auto,46.8,2024-08-30,8.7,6.3,7.8,3.8,6.7,,,,,2,1,4,65.0,125,52.0,-42.16,2024-09-23,2025-03-17,248.0,True,757854,717910,-5.3,17,11.0,17,64.7,1.57,13,112,32.4,16,8.6,249,1.2,209,-4.4,197,-9.7,-21.0,24.9,-32.8,2.48,86,30.0,27.1,-18.7,2.49,173,,21.4,-12.4,1.97,87
POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,45.5,2024-08-20,0.3,2.1,,5.1,,,,,,1,0,4,190.0,190,76.0,-32.64,2024-08-26,2025-03-03,50.0,True,2550279,2218584,-13.0,19,26.1,19,63.2,3.18,3,30,8.5,13,10.0,170,-9.1,89,-25.7,64,-25.7,-19.5,46.6,-26.9,3.82,88,40.6,34.8,-17.7,3.28,177,,36.1,-18.6,3.13,89
HINDZINC.NS,Hindustan Zinc Limited,Metals & Mining,44.7,2024-10-22,9.5,5.7,5.2,9.9,7.6,,,7.0,100.0,3,2,2,33.0,85,40.0,-30.86,2024-10-30,2025-03-03,284.0,True,3692509,4579450,24.0,49,38.5,49,57.8,1.43,6,66,21.3,18,11.0,243,-2.5,187,-8.7,116,-15.8,-14.3,39.6,-25.2,3.03,77,9.3,33.7,-20.7,2.75,155,43.2,34.2,-11.5,2.65,78
UPL.NS,UPL Limited,Chemicals,44.7,2024-08-19,5.9,5.3,,8.3,,,,,100.0,1,0,5,250.0,250,100.0,-19.57,2024-10-01,2024-12-26,39.0,True,4045179,2442457,-39.6,10,3.1,10,70.0,0.85,7,65,18.3,16,9.3,70,-1.2,18,-6.9,0,never_triggered,-9.4,26.3,-18.8,2.73,88,39.4,29.3,-8.9,2.72,178,12.5,19.0,-8.0,2.05,89
