ticker,name,sector,return_3mo,rally_start_date,quality,value,growth,momentum,overall,score_at_rally_start,score_at_1mo,score_at_3mo,score_current,trend_entries,trend_exits,super_uptrend_entries,avg_trend_duration_days,max_trend_duration_days,time_in_trend_pct,max_drawdown_pct,drawdown_peak_date,drawdown_trough_date,recovery_days,recovered,avg_volume_before,avg_volume_during,volume_increase_pct,volume_spike_days,max_volume_spike,volume_breakout_days,volume_breakout_accuracy,avg_gain_after_breakout,sideways_periods,total_sideways_days,sideways_pct_of_period,max_sideways_streak,avg_sideways_length,trailing_10_triggers,trailing_10_captured,trailing_15_triggers,trailing_15_captured,trailing_20_triggers,trailing_20_captured,early_return_pct,early_volatility,early_max_drawdown,early_avg_daily_range,early_days,mid_return_pct,mid_volatility,mid_max_drawdown,mid_avg_daily_range,mid_days,late_return_pct,late_volatility,late_max_drawdown,late_avg_daily_range,late_days
BSOFT.NS,Birlasoft Limited,IT & Technology,24.6,2025-05-12,2.7,5.0,0.7,8.8,4.3,,,,90.0,1,0,1,30.0,30,46.2,-22.89,2025-06-25,2025-10-20,63.0,True,1684970,1685175,0.0,21,19.6,21,38.1,-0.46,4,29,16.6,12,7.2,81,-7.5,38,-10.6,10,-16.5,2.1,25.3,-7.5,2.72,43,-7.7,31.1,-21.1,2.75,88,12.6,35.8,-9.3,3.01,44
INDUSINDBK.NS,IndusInd Bank Limited,Banking,24.3,2025-04-29,,3.7,,10.0,,,,,,1,0,1,50.0,50,71.4,-19.1,2025-07-15,2025-09-26,97.0,True,10700204,5269535,-50.8,3,4.1,3,100.0,3.41,8,75,41.0,18,9.4,59,-8.0,22,-10.8,0,never_triggered,5.0,26.5,-10.1,3.0,45,0.8,24.0,-19.1,2.31,92,,22.6,-4.2,2.39,46
IDEA.NS,Vodafone Idea Limited,Telecom,23.9,2025-06-25,,0.8,,5.7,,,,,,1,0,1,70.0,70,100.0,-21.46,2025-07-16,2025-08-14,32.0,True,456336577,510136754,11.8,9,2.3,9,57.1,1.25,0,0,0.0,0,0.0,27,-1.8,15,-7.4,1,-13.7,-9.3,35.5,-17.4,3.3,35,58.5,60.7,-12.4,5.01,72,,52.2,-10.8,4.8,36
INDUSTOWER.NS,Indus Towers Limited,Telecom,23.7,2025-04-01,9.6,4.4,4.0,8.6,6.6,,,,,1,0,1,50.0,50,76.9,-23.89,2025-07-03,2025-09-04,119.0,True,7112797,7508014,5.6,20,7.1,20,78.9,2.99,4,35,17.5,15,8.8,63,3.0,57,-2.1,16,-5.1,7.9,28.4,-7.2,2.83,50,1.9,29.3,-23.9,2.51,100,,20.6,-3.8,2.38,50
CUB.NS,City Union Bank Limited,Banking,22.1,2025-04-11,10.0,5.9,7.0,6.4,7.3,,,,100.0,1,0,1,70.0,70,100.0,-15.02,2025-07-01,2025-09-04,49.0,True,2269080,2554700,12.6,22,17.2,22,52.4,0.12,3,24,12.4,10,8.0,21,22.6,1,17.3,0,never_triggered,14.3,30.5,-7.5,2.97,48,34.5,34.4,-15.0,3.08,96,9.7,38.0,-12.0,3.45,49
HINDALCO.NS,Hindalco Industries Limited,Metals & Mining,21.5,2025-05-14,8.3,8.2,8.5,9.3,8.6,,,,,1,0,1,70.0,70,100.0,-10.07,2025-10-30,2025-11-24,28.0,True,5758596,5116160,-11.2,6,6.0,6,100.0,3.35,10,107,61.8,21,10.7,1,19.9,0,never_triggered,0,never_triggered,3.1,18.2,-4.8,2.03,43,21.5,21.8,-8.8,1.87,86,,22.2,-4.4,1.92,44
JKTYRE.NS,JK Tyre & Industries Limited,Auto,21.0,2025-04-15,4.0,8.0,7.1,7.2,6.6,,,,100.0,1,0,1,70.0,70,100.0,-20.02,2025-05-21,2025-08-14,64.0,True,488426,1201714,146.0,63,63.2,63,62.9,1.07,1,6,3.1,6,6.0,35,17.5,19,10.4,1,4.6,13.7,41.6,-13.0,3.46,48,33.0,28.6,-16.3,2.79,96,11.4,27.8,-6.1,2.93,48
INDIACEM.NS,The India Cements Limited,Cement & Materials,20.8,2025-04-01,4.3,3.2,,9.0,,,,,,1,1,1,15.0,15,23.1,-12.95,2025-06-03,2025-06-20,32.0,True,1754513,829619,-52.7,9,8.1,9,33.3,0.82,2,25,12.5,15,12.5,3,9.0,0,never_triggered,0,never_triggered,18.5,37.2,-6.0,3.58,50,15.8,30.5,-8.9,3.02,100,,37.7,-9.9,3.51,50
CANBK.NS,Canara Bank,Banking,20.6,2025-03-27,,7.3,6.7,8.8,,,,,,1,0,1,70.0,70,100.0,-11.28,2025-07-16,2025-08-29,21.0,True,21857528,26839029,22.8,22,4.3,22,72.7,1.41,6,57,28.2,14,9.5,3,20.9,0,never_triggered,0,never_triggered,30.6,31.5,-8.2,2.91,50,25.0,25.0,-11.3,2.28,101,,20.5,-6.0,2.24,51
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,19.6,2025-03-19,2.6,7.9,9.7,4.8,6.3,,,,70.0,1,0,1,70.0,70,100.0,-18.92,2025-03-24,2025-05-09,133.0,True,1717008,3016426,75.7,63,12.7,63,42.9,0.19,3,26,12.5,12,8.7,51,-8.7,2,-13.6,0,never_triggered,-8.5,29.1,-18.9,2.66,52,18.5,23.9,-10.0,2.42,104,10.9,41.1,-13.8,3.78,52
IPCALAB.NS,Ipca Laboratories Limited,Pharma & Healthcare,19.4,2025-04-21,6.9,5.0,8.3,6.4,6.7,,,,98.0,1,0,1,45.0,45,64.3,-17.55,2025-07-24,2025-10-24,76.0,True,375118,249232,-33.6,7,11.0,7,14.3,-2.87,2,19,10.1,12,9.5,62,-5.9,17,-8.1,0,never_triggered,-4.6,20.9,-10.7,3.07,47,0.2,29.6,-17.5,2.89,94,13.8,41.7,-6.3,3.49,48
AIAENG.NS,AIA Engineering Limited,Capital Goods,18.9,2025-05-12,7.1,3.3,3.0,6.1,4.9,,,,27.0,2,2,1,20.0,30,61.5,-14.61,2025-06-04,2025-08-28,75.0,True,49885,77071,54.5,32,12.5,32,71.9,1.54,7,59,33.7,19,8.4,41,-3.5,0,never_triggered,0,never_triggered,6.6,19.0,-7.9,2.4,43,8.2,24.0,-12.5,2.21,88,3.4,31.3,-6.6,3.36,44
RRKABEL.NS,R R Kabel Limited,Capital Goods,18.7,2025-04-29,4.1,5.8,8.8,6.2,6.2,,,,31.0,1,1,1,20.0,20,28.6,-20.66,2025-07-18,2025-08-29,112.0,True,210527,351642,67.0,23,44.5,23,47.8,1.33,2,19,10.4,12,9.5,56,32.0,30,26.7,1,19.2,40.9,48.3,-7.6,4.09,45,3.4,31.5,-20.7,3.18,92,8.1,23.1,-6.5,2.82,46
LAURUSLABS.NS,Laurus Labs Limited,Pharma & Healthcare,18.5,2025-03-17,7.9,4.4,10.0,8.4,7.7,,,,,1,0,1,65.0,65,100.0,-10.71,2025-09-19,2025-09-26,27.0,True,3120585,2037474,-34.7,5,5.6,5,40.0,0.68,5,42,20.0,11,8.4,1,43.4,0,never_triggered,0,never_triggered,6.7,35.1,-10.0,3.08,52,56.6,28.7,-10.7,2.65,105,,21.6,-7.6,2.24,53
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,18.5,2025-03-12,6.8,5.7,10.0,8.5,7.8,,,,,1,0,1,70.0,70,100.0,-16.53,2025-03-19,2025-04-11,56.0,True,585612,711355,21.5,23,15.0,23,60.9,1.68,7,67,31.6,20,9.6,19,-3.1,2,-8.7,0,never_triggered,1.8,43.3,-16.5,3.32,53,42.8,26.7,-6.7,2.27,106,,29.6,-3.9,1.96,53
3MINDIA.NS,3M India Limited,Diversified,17.8,2025-03-28,8.5,3.1,7.5,5.2,6.1,,,,29.0,1,1,1,50.0,50,76.9,-9.89,2025-08-07,2025-09-29,36.0,True,6649,6390,-3.9,14,33.4,14,64.3,1.44,8,116,57.7,31,14.5,0,never_triggered,0,never_triggered,0,never_triggered,1.2,25.0,-6.2,2.5,50,25.2,31.8,-9.9,2.13,100,-2.3,19.4,-6.2,2.39,51
BANKINDIA.NS,Bank of India Limited,Banking,17.8,2025-03-19,,8.2,4.9,9.6,,,,,,1,0,2,70.0,70,100.0,-12.42,2025-06-09,2025-08-01,63.0,True,9622625,9246537,-3.9,14,3.7,14,71.4,1.66,9,84,40.4,14,9.3,15,4.5,0,never_triggered,0,never_triggered,20.4,34.1,-10.0,3.4,52,18.4,25.1,-12.4,2.26,104,,24.0,-7.2,2.31,52
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,17.4,2025-03-19,0.5,4.5,0.9,8.2,3.6,,,,100.0,1,0,1,70.0,70,100.0,-11.4,2025-07-01,2025-07-30,6.0,True,3780098,5252579,39.0,30,8.4,30,76.7,2.59,6,48,23.1,14,8.0,3,47.8,0,never_triggered,0,never_triggered,31.9,38.0,-7.7,3.17,52,42.0,31.6,-11.4,2.74,104,8.6,22.3,-5.4,2.31,52
SAIL.NS,Steel Authority of India Limited,Metals & Mining,17.4,2025-03-19,5.1,6.1,1.3,9.9,5.6,,,,,1,0,2,70.0,70,100.0,-13.69,2025-07-02,2025-08-29,21.0,True,17846351,16425609,-8.0,12,8.0,12,66.7,1.37,5,38,18.3,11,7.6,29,-7.6,0,never_triggered,0,never_triggered,17.6,38.2,-11.9,3.05,52,3.6,29.1,-13.7,2.52,104,,29.7,-13.0,2.68,52
CRAFTSMAN.NS,Craftsman Automation Limited,Auto,17.3,2025-03-05,3.4,3.0,8.5,8.9,6.0,,,,,1,0,1,70.0,70,100.0,-15.93,2025-03-05,2025-04-09,34.0,True,61609,54358,-11.8,15,8.3,15,40.0,-0.85,2,18,8.3,13,9.0,8,-10.1,1,-15.9,0,never_triggered,11.9,38.5,-15.9,4.55,54,17.1,29.9,-10.3,3.05,108,,34.2,-7.2,3.17,55
NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,17.2,2025-04-11,10.0,4.5,9.5,8.5,8.1,,,,100.0,1,0,2,70.0,70,100.0,-12.28,2025-07-30,2025-09-29,32.0,True,264606,182475,-31.0,8,19.8,8,37.5,0.0,3,22,11.4,9,7.3,11,13.9,0,never_triggered,0,never_triggered,14.3,24.7,-9.1,3.04,48,29.0,34.8,-12.3,2.97,96,0.7,28.6,-7.9,2.81,49
FORCEMOT.NS,Force Motors Limited,Auto,16.9,2025-09-09,10.0,6.3,9.2,10.0,8.9,,,96.0,100.0,1,0,4,70.0,70,100.0,-22.91,2025-09-17,2025-10-09,83.0,True,111629,78073,-30.1,3,3.3,3,,-8.57,0,0,0.0,0,0.0,53,-2.0,20,-7.3,3,-13.1,-15.5,34.5,-22.9,4.08,22,9.6,34.8,-9.3,3.56,46,16.7,43.9,-11.9,3.77,23
BHARATFORG.NS,Bharat Forge Limited,Auto,16.0,2025-03-19,5.2,2.0,6.3,8.1,5.4,,,,,1,0,1,70.0,70,100.0,-20.79,2025-03-24,2025-04-07,36.0,True,1057252,1218653,15.3,26,8.7,26,65.4,1.37,7,59,28.4,11,8.4,41,-9.7,14,-16.2,1,-16.2,11.8,43.3,-20.8,3.23,52,2.7,26.3,-17.3,2.47,104,,20.4,-5.0,2.07,52
GRAPHITE.NS,Graphite India Limited,Capital Goods,15.4,2025-03-19,2.1,3.5,1.8,10.0,4.4,,,,,1,0,2,70.0,70,100.0,-17.28,2025-10-30,2025-12-08,23.0,True,660870,1316706,99.2,37,41.3,37,34.3,-1.08,2,11,5.3,6,5.5,48,-2.1,6,19.0,0,never_triggered,20.4,57.3,-13.2,4.33,52,15.2,30.8,-11.8,3.09,104,,42.7,-14.1,3.7,52
UPL.NS,UPL Limited,Chemicals,14.6,2025-04-11,5.9,5.3,,8.3,,,,,100.0,1,0,1,70.0,70,100.0,-11.21,2025-07-28,2025-09-26,38.0,True,2367499,2460016,3.9,15,5.3,15,60.0,0.31,6,59,30.6,16,9.8,3,2.4,0,never_triggered,0,never_triggered,-0.8,25.5,-8.7,2.46,48,18.1,25.7,-11.2,2.36,96,5.1,19.2,-4.7,2.06,49
BHEL.NS,Bharat Heavy Electricals Limited,Capital Goods,14.4,2025-03-19,2.8,4.7,9.9,4.3,5.4,,,,71.0,1,0,1,70.0,70,100.0,-21.82,2025-05-28,2025-08-29,67.0,True,13629420,10138338,-25.6,9,5.5,9,57.1,0.12,2,21,10.1,14,10.5,57,15.1,22,8.5,6,3.0,22.5,36.8,-6.4,3.47,52,4.7,27.2,-21.7,2.37,104,0.4,35.6,-12.5,2.87,52
EMCURE.NS,EMCURE.NS,Pharma & Healthcare,14.1,2025-04-17,8.1,5.3,8.4,8.9,7.7,,,,44.0,1,1,0,15.0,15,23.1,-15.47,2025-08-20,2025-09-29,99.0,True,118881,213096,79.3,36,49.1,36,54.5,1.25,2,22,11.6,15,11.0,28,14.0,1,16.0,0,never_triggered,22.8,44.9,-8.4,3.79,47,7.1,29.4,-15.5,3.11,95,14.5,29.0,-5.2,3.36,48
BSE.NS,BSE Limited,Financial Services,13.7,2025-03-28,8.0,3.0,10.0,8.8,7.4,,,,,1,0,1,65.0,65,100.0,-32.12,2025-06-10,2025-09-30,,False,8510736,6464198,-24.0,5,6.6,5,80.0,4.68,0,0,0.0,0,0.0,112,48.1,83,36.0,41,30.2,51.3,52.2,-8.4,3.96,50,-7.9,38.8,-27.7,3.38,100,,38.1,-11.9,2.98,51
CCL.NS,CCL Products (India) Limited,Consumer Goods,13.7,2025-04-11,6.5,5.6,9.9,4.9,6.7,,,,,1,1,1,55.0,55,78.6,-14.8,2025-11-10,2026-01-01,,False,178583,639975,258.4,45,107.2,45,48.8,0.99,1,10,5.2,10,10.0,28,34.7,0,never_triggered,0,never_triggered,31.2,64.1,-12.4,4.48,48,25.7,32.4,-11.1,3.24,96,,31.7,-14.8,3.32,49
COALINDIA.NS,Coal India Limited,Metals & Mining,13.6,2025-03-06,10.0,5.9,2.9,8.8,6.9,,,,,1,0,2,65.0,65,100.0,-8.72,2025-05-20,2025-08-01,47.0,True,7313824,6165546,-15.7,11,4.8,11,30.0,-0.44,5,141,65.3,53,28.2,0,never_triggered,0,never_triggered,0,never_triggered,4.1,22.7,-7.7,2.34,54,0.4,13.6,-7.4,1.46,108,,21.8,-4.6,1.62,54
OIL.NS,Oil India Limited,Oil & Gas,13.5,2025-04-17,6.6,6.9,2.9,8.6,6.3,,,,,2,1,2,25.0,40,76.9,-18.83,2025-06-16,2025-08-29,,False,3389216,2683812,-20.8,13,5.6,13,45.5,-0.8,7,70,36.8,15,10.0,96,12.5,34,5.9,0,never_triggered,16.0,31.9,-7.3,3.17,47,-1.7,22.6,-13.9,2.17,95,,22.7,-9.0,2.16,48
BANKBARODA.NS,Bank of Baroda Limited,Banking,13.4,2025-03-20,,6.8,2.4,8.6,,,,,,1,0,1,70.0,70,100.0,-14.2,2025-04-29,2025-05-08,25.0,True,10306383,9584180,-7.0,8,5.2,8,50.0,0.77,11,94,45.4,15,8.5,5,3.8,0,never_triggered,0,never_triggered,16.2,35.6,-14.2,2.8,51,17.0,20.4,-6.6,2.04,104,,19.4,-4.7,2.04,52
SBIN.NS,State Bank of India,Banking,13.3,2025-03-19,,5.1,4.2,8.5,,,,,,1,0,1,70.0,70,100.0,-6.49,2025-04-22,2025-05-08,22.0,True,10963730,10187800,-7.1,11,2.5,11,54.5,0.0,4,168,80.8,87,42.0,0,never_triggered,0,never_triggered,0,never_triggered,10.3,23.7,-6.5,2.06,52,17.8,14.0,-4.5,1.34,104,,13.4,-3.6,1.32,52
LUPIN.NS,Lupin Limited,Pharma & Healthcare,13.0,2025-03-19,10.0,6.0,10.0,7.9,8.5,,,,100.0,2,1,1,25.0,45,71.4,-12.11,2025-03-24,2025-08-06,128.0,True,940726,1001464,6.5,17,4.4,17,70.6,1.52,9,102,49.0,26,11.3,9,-8.1,0,never_triggered,0,never_triggered,-3.2,35.6,-9.4,3.05,52,0.5,21.5,-8.1,2.02,104,10.6,17.5,-2.7,1.69,52
TITAN.NS,Titan Company Limited,Consumer Goods,13.0,2025-04-11,7.2,3.5,9.1,8.1,7.0,,,,,1,0,1,70.0,70,100.0,-10.3,2025-07-02,2025-08-01,80.0,True,979388,897703,-8.3,10,7.7,10,50.0,0.84,6,129,66.8,53,21.5,1,2.8,0,never_triggered,0,never_triggered,8.8,17.1,-6.4,1.91,48,7.8,19.9,-10.3,1.65,96,,15.7,-4.2,1.52,49
SAGILITY.NS,Sagility Limited,IT & Technology,12.9,2025-05-12,4.2,7.4,10.0,8.5,7.5,,,,98.0,1,0,1,65.0,65,100.0,-18.28,2025-05-14,2025-06-03,142.0,True,10112847,35769540,253.7,103,55.1,103,52.9,0.62,2,12,6.9,7,6.0,32,-5.0,11,-6.9,0,never_triggered,0.0,42.7,-18.3,3.66,43,19.4,38.7,-9.9,3.82,88,4.5,23.4,-5.8,2.84,44
AUBANK.NS,AU Small Finance Bank Limited,Banking,12.8,2025-04-09,,2.5,4.1,8.4,,,,,,1,1,1,55.0,55,78.6,-17.08,2025-07-01,2025-09-05,45.0,True,3168670,2842206,-10.3,11,6.5,11,72.7,2.44,9,69,35.6,11,7.7,49,36.0,10,27.9,0,never_triggered,42.5,33.7,-4.9,2.92,48,14.4,27.4,-17.1,2.25,97,,18.5,-4.2,1.89,49
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Oil & Gas,12.8,2025-03-11,4.9,8.6,,5.1,,,,,,1,0,1,70.0,70,100.0,-28.62,2025-11-18,2026-01-09,,False,1284787,2518058,96.0,50,27.0,50,55.1,0.78,1,6,2.8,6,6.0,73,17.6,53,10.3,17,57.4,22.6,38.8,-7.2,4.28,53,48.0,49.9,-19.8,3.92,106,,45.7,-28.6,3.95,54
PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,12.8,2025-03-20,6.8,2.0,5.7,6.0,5.1,,,,,1,0,1,70.0,70,100.0,-15.75,2025-04-22,2025-08-08,69.0,True,781439,667444,-14.6,11,7.1,11,45.5,-0.25,5,40,19.3,10,8.0,38,-7.9,1,-12.7,0,never_triggered,-3.8,38.1,-12.1,3.62,51,10.8,26.9,-14.1,2.6,104,,16.1,-5.4,2.14,52
SBILIFE.NS,SBI Life Insurance Company Limited,Insurance,12.5,2025-03-19,,1.8,2.2,7.8,,,,,100.0,1,0,1,70.0,70,100.0,-6.94,2025-03-24,2025-04-07,10.0,True,1261426,1012548,-19.7,5,8.2,5,60.0,1.61,11,144,69.2,24,13.1,0,never_triggered,0,never_triggered,0,never_triggered,19.5,25.4,-6.9,2.15,52,10.7,16.5,-5.7,1.77,104,6.2,12.7,-3.2,1.54,52
