date,avg_trend_score,strong_momentum,total_uptrends,breakout_alerts,Nifty 50_30d,Nifty 50_60d,Nifty 50_90d,Nifty 50_180d,Nifty 50_270d,Nifty Midcap 50_30d,Nifty Midcap 50_60d,Nifty Midcap 50_90d,Nifty Midcap 50_180d,Nifty Midcap 50_270d,Nifty Bank_30d,Nifty Bank_60d,Nifty Bank_90d,Nifty Bank_180d,Nifty Bank_270d,Nifty IT_30d,Nifty IT_60d,Nifty IT_90d,Nifty IT_180d,Nifty IT_270d,Nifty Pharma_30d,Nifty Pharma_60d,Nifty Pharma_90d,Nifty Pharma_180d,Nifty Pharma_270d,Nifty Auto_30d,Nifty Auto_60d,Nifty Auto_90d,Nifty Auto_180d,Nifty Auto_270d,Nifty FMCG_30d,Nifty FMCG_60d,Nifty FMCG_90d,Nifty FMCG_180d,Nifty FMCG_270d,Nifty Metal_30d,Nifty Metal_60d,Nifty Metal_90d,Nifty Metal_180d,Nifty Metal_270d,Nifty Realty_30d,Nifty Realty_60d,Nifty Realty_90d,Nifty Realty_180d,Nifty Realty_270d,Nifty Energy_30d,Nifty Energy_60d,Nifty Energy_90d,Nifty Energy_180d,Nifty Energy_270d,Nifty Infra_30d,Nifty Infra_60d,Nifty Infra_90d,Nifty Infra_180d,Nifty Infra_270d,Nifty PSE_30d,Nifty PSE_60d,Nifty PSE_90d,Nifty PSE_180d,Nifty PSE_270d,score_bin
2025-07-29,49.0,42,92,12,-1.29,-0.75,4.61,1.43,,-2.14,0.68,3.31,-1.01,,-4.27,-3.13,3.37,5.31,,0.33,-4.75,2.14,9.03,,-5.48,-6.92,-3.3,-5.57,,5.42,10.67,14.13,11.16,,1.31,0.1,2.8,-6.45,,-2.12,5.46,11.24,25.72,,-4.75,-5.59,3.04,-18.04,,-4.88,-0.96,1.04,-5.98,,-2.2,-0.59,4.68,-1.34,,-5.69,-0.06,1.8,-0.49,,40-55 (Weak)
2025-07-30,41.0,22,50,5,-1.72,-0.89,4.35,1.29,,-2.51,0.59,2.7,-1.1,,-4.44,-3.01,3.67,5.44,,-0.85,-5.04,1.07,8.69,,-5.5,-6.93,-3.57,-5.57,,5.12,11.33,14.33,11.83,,2.04,-0.14,1.98,-6.67,,-2.61,5.57,12.73,25.85,,-5.11,-4.67,2.94,-17.25,,-5.03,-1.0,0.67,-6.01,,-3.04,-1.08,4.31,-1.83,,-5.91,-0.07,1.07,-0.51,,40-55 (Weak)
2025-07-31,42.0,37,50,11,-0.58,-0.54,5.19,1.64,,-0.63,1.1,4.68,-0.6,,-3.5,-2.68,4.33,5.8,,1.24,-4.56,2.23,9.25,,-4.36,-5.69,-1.49,-4.32,,8.47,11.75,13.92,12.25,,0.65,-1.55,1.44,-8.0,,0.21,6.87,16.07,27.4,,-3.57,-4.12,4.18,-16.76,,-2.74,-0.13,3.51,-5.19,,-1.31,-0.16,6.57,-0.91,,-3.27,0.93,3.8,0.5,,40-55 (Weak)
2025-08-01,41.0,28,50,9,0.24,0.19,5.34,3.16,,0.72,2.5,5.88,3.04,,-2.9,-1.77,4.34,7.16,,3.15,-2.87,3.63,11.76,,-1.06,-2.53,1.3,-1.24,,9.61,13.38,14.6,14.21,,-0.04,-2.64,0.26,-9.27,,2.23,10.28,17.87,33.0,,-1.82,-3.19,6.11,-13.93,,-2.1,0.32,4.31,-0.58,,-0.25,0.42,7.12,1.27,,-1.8,2.76,5.39,6.73,,40-55 (Weak)
2025-08-02,45.0,52,65,7,-0.4,0.46,4.04,2.82,,-0.37,1.75,4.34,2.23,,-2.91,-0.49,3.88,7.8,,1.53,-3.69,1.45,9.17,,-1.69,-1.9,0.1,-2.66,,7.87,12.53,12.71,11.64,,0.06,-1.84,0.12,-10.0,,-0.24,8.2,13.77,33.77,,-3.54,-3.83,3.89,-14.86,,-2.2,0.74,3.87,1.18,,-1.23,-0.39,5.6,1.13,,-2.72,2.08,4.51,6.6,,40-55 (Weak)
2025-08-03,58.0,76,135,20,-0.58,0.69,4.21,2.42,,0.15,2.15,5.33,1.38,,-3.52,-0.05,4.46,7.18,,1.52,-3.56,1.28,8.05,,-1.96,-1.79,1.3,-1.98,,7.56,12.47,12.84,12.46,,1.19,-1.73,0.03,-8.77,,0.61,10.18,14.2,26.8,,-2.84,-3.94,6.21,-14.15,,-1.24,1.3,4.36,0.61,,-1.05,0.16,5.9,1.05,,-1.59,3.11,4.83,5.64,,55-70 (Bullish)
2025-08-04,33.0,20,50,7,-0.03,0.69,4.21,1.48,,0.82,2.15,5.33,0.23,,-2.79,-0.05,4.46,5.39,,0.77,-3.56,1.28,8.15,,-0.88,-1.79,1.3,-2.73,,8.36,12.47,12.84,12.45,,1.48,-1.73,0.03,-9.83,,3.74,10.18,14.2,23.95,,-2.46,-3.94,6.21,-14.7,,-0.85,1.3,4.36,-0.89,,-0.81,0.16,5.9,0.74,,-1.29,3.11,4.83,4.37,,<40 (Bearish)
2025-08-05,30.0,20,50,10,0.34,1.74,4.52,1.78,,0.58,2.74,5.57,0.47,,-2.32,1.35,4.95,5.89,,0.31,-0.89,1.77,8.68,,-0.25,-0.87,2.15,-1.91,,8.87,12.48,12.42,12.03,,2.46,-1.21,0.75,-9.17,,3.0,9.1,14.1,23.84,,-2.76,-2.84,6.7,-14.3,,-1.8,1.3,4.38,-0.86,,-1.17,0.81,6.08,0.91,,-2.36,3.08,4.88,4.42,,<40 (Bearish)
2025-08-06,43.0,23,62,5,0.68,2.05,4.16,2.09,,1.37,3.64,6.03,1.35,,-2.34,1.25,4.36,5.79,,0.61,0.86,2.46,10.6,,1.86,1.19,3.77,0.12,,10.83,13.09,12.05,12.63,,1.92,-0.31,1.06,-8.34,,4.12,9.54,12.91,24.33,,-2.42,-1.35,7.49,-12.99,,-1.11,1.98,4.6,-0.2,,-0.7,1.08,5.91,1.18,,-1.87,3.49,4.15,4.85,,40-55 (Weak)
2025-08-07,30.0,20,50,5,0.72,1.96,3.71,4.6,,1.55,3.39,4.46,3.79,,-2.4,1.05,3.66,8.14,,-1.2,-0.01,1.76,11.19,,0.83,0.44,2.61,2.38,,14.2,12.81,11.84,15.51,,1.58,-0.44,0.75,-8.12,,4.37,9.4,10.43,27.74,,-1.84,-1.22,6.0,-8.7,,-0.93,2.18,3.54,3.02,,-0.27,1.33,5.48,4.51,,-1.39,3.97,2.87,7.25,,<40 (Bearish)
2025-08-08,44.0,23,50,5,1.68,3.06,4.71,5.94,,2.83,4.82,5.78,5.81,,-1.49,2.24,4.63,9.74,,-0.26,0.9,2.73,5.63,,2.16,2.21,3.96,3.49,,15.82,14.73,13.43,18.64,,2.31,-0.25,1.48,-7.14,,6.24,11.04,12.41,31.85,,0.27,2.01,8.29,-5.7,,-0.29,3.13,4.21,5.82,,1.04,3.05,6.87,7.59,,-1.27,4.2,3.0,9.12,,40-55 (Weak)
2025-08-09,31.0,20,50,5,0.77,1.88,3.69,,,1.63,2.8,4.65,,,-2.38,0.91,4.26,,,-0.68,1.99,1.66,,,1.21,0.48,2.62,,,14.61,11.8,12.88,,,1.56,-1.48,0.23,,,5.69,10.24,13.4,,,-1.56,-1.68,6.29,,,-0.92,1.37,3.41,,,-0.07,1.27,4.64,,,-1.73,2.55,3.09,,,<40 (Bearish)
2025-08-10,44.0,44,50,5,1.15,2.43,4.02,,,1.78,3.37,5.05,,,-2.33,1.23,4.37,,,2.06,3.14,3.31,,,2.07,1.53,3.59,,,14.58,12.07,13.22,,,2.15,-1.09,0.04,,,5.87,12.63,14.03,,,-1.85,-0.95,6.04,,,-1.04,1.83,3.79,,,-0.13,1.95,4.94,,,-1.93,3.24,3.42,,,40-55 (Weak)
2025-08-11,31.0,20,50,5,1.58,2.85,4.02,,,2.22,3.63,5.05,,,-1.76,1.98,4.37,,,4.75,3.08,3.31,,,2.39,2.84,3.59,,,13.11,12.63,13.22,,,2.8,-0.62,0.04,,,6.14,11.6,14.03,,,-0.74,0.7,6.04,,,-0.25,2.26,3.79,,,0.17,2.29,4.94,,,-0.8,3.62,3.42,,,<40 (Bearish)
2025-08-12,43.0,25,51,5,2.12,3.02,4.44,,,2.64,3.54,5.14,,,-0.68,2.87,5.26,,,3.83,1.89,2.92,,,2.16,2.08,2.88,,,12.11,11.91,12.59,,,3.5,-1.02,0.55,,,6.1,10.7,13.6,,,-0.01,1.46,6.82,,,0.25,1.57,3.4,,,0.78,2.25,5.0,,,0.1,2.98,3.34,,,40-55 (Weak)
2025-08-13,32.0,20,50,5,2.01,2.47,4.37,,,2.36,2.92,4.66,,,-0.67,2.62,5.36,,,4.09,1.84,4.1,,,0.95,0.34,1.08,,,11.38,10.68,12.54,,,2.81,-0.97,0.93,,,5.75,9.32,12.98,,,-0.19,1.21,6.38,,,0.58,1.58,3.83,,,0.53,1.65,5.19,,,0.08,2.24,3.5,,,<40 (Bearish)
2025-08-14,38.0,20,50,7,1.78,2.42,5.05,,,3.14,3.09,4.96,,,-0.82,2.32,5.3,,,3.07,1.43,5.81,,,0.21,0.24,1.99,,,10.95,10.69,13.96,,,3.47,-0.33,1.6,,,7.32,10.86,14.39,,,2.99,1.98,6.66,,,1.91,2.38,5.28,,,1.18,2.04,6.32,,,1.1,2.96,4.3,,,<40 (Bearish)
2025-08-15,35.0,20,50,5,0.77,1.08,4.03,,,1.79,1.2,3.64,,,-1.52,1.37,4.75,,,3.66,1.67,5.9,,,0.26,-0.46,2.46,,,6.5,6.02,8.98,,,2.25,-1.97,-0.11,,,5.36,7.77,12.79,,,0.8,-1.12,4.84,,,1.87,1.7,4.94,,,0.51,0.92,6.07,,,1.48,2.41,4.29,,,<40 (Bearish)
2025-08-16,36.0,20,50,5,0.77,1.8,4.15,,,1.79,2.54,3.54,,,-1.52,1.91,4.99,,,3.66,2.21,4.81,,,0.26,-0.38,3.07,,,6.5,6.29,8.41,,,2.25,-1.0,0.46,,,5.36,8.85,11.79,,,0.8,1.89,4.75,,,1.87,2.43,5.16,,,0.51,1.94,6.27,,,1.48,3.71,4.59,,,<40 (Bearish)
2025-08-17,32.0,20,55,5,1.46,2.85,4.57,,,2.38,3.05,4.09,,,-1.05,3.03,5.79,,,4.55,2.59,5.02,,,0.56,-0.17,3.28,,,8.04,7.65,9.33,,,1.98,0.99,0.67,,,6.24,9.58,11.81,,,1.88,3.82,5.22,,,2.78,2.86,5.68,,,1.54,2.81,6.63,,,2.36,4.02,5.2,,,<40 (Bearish)
2025-08-18,43.0,42,88,10,1.82,3.35,4.57,,,2.59,2.9,4.09,,,-0.43,3.55,5.79,,,5.23,0.91,5.02,,,0.45,0.51,3.28,,,8.63,8.36,9.33,,,1.84,2.37,0.67,,,5.71,8.65,11.81,,,2.3,3.93,5.22,,,3.15,2.65,5.68,,,1.91,3.17,6.63,,,3.11,3.64,5.2,,,40-55 (Weak)
2025-08-19,53.0,66,75,6,1.77,3.45,4.13,,,2.1,2.27,3.31,,,-0.25,3.88,5.54,,,5.74,1.54,4.66,,,2.3,1.69,3.63,,,7.36,6.79,7.92,,,1.14,1.27,-0.37,,,5.26,7.76,10.98,,,1.56,3.75,4.54,,,1.94,2.29,4.81,,,1.06,3.6,5.67,,,2.9,3.76,5.03,,,40-55 (Weak)
2025-08-20,60.0,78,132,7,1.1,3.16,3.43,,,2.31,1.89,2.17,,,-0.43,4.19,5.75,,,2.49,-1.11,0.8,,,3.26,2.14,3.39,,,6.87,6.74,7.46,,,-0.69,-0.12,-2.3,,,5.18,7.31,9.33,,,1.06,2.66,1.47,,,2.58,2.05,3.95,,,0.85,3.3,5.02,,,3.16,3.72,4.47,,,55-70 (Bullish)
2025-08-21,54.0,64,90,5,0.47,3.03,3.86,,,2.93,2.17,2.45,,,-0.84,4.09,6.21,,,-0.63,-1.21,3.7,,,0.85,1.18,2.48,,,7.0,7.12,8.11,,,-0.53,0.52,-1.64,,,5.64,7.35,9.38,,,0.46,2.27,0.73,,,3.78,2.54,4.18,,,0.39,3.14,5.06,,,3.35,4.2,4.59,,,40-55 (Weak)
2025-08-22,47.0,29,50,11,1.34,4.01,5.32,,,3.59,2.93,3.0,,,0.25,5.18,7.61,,,0.17,-0.4,4.52,,,0.45,1.13,1.9,,,7.2,7.5,8.78,,,0.48,1.56,-0.56,,,6.97,9.14,10.78,,,1.31,3.05,1.45,,,4.3,3.29,5.0,,,1.13,3.95,6.44,,,3.91,4.91,5.06,,,40-55 (Weak)
2025-08-23,54.0,62,82,17,0.94,3.7,4.41,,,3.32,2.54,1.41,,,0.26,5.33,6.76,,,-2.15,-0.56,1.67,,,0.01,0.53,0.98,,,6.81,7.06,8.32,,,0.58,1.96,-0.32,,,6.28,8.53,7.48,,,0.56,2.48,-1.18,,,4.34,3.26,3.94,,,1.08,3.33,6.05,,,3.96,4.75,4.23,,,40-55 (Weak)
2025-08-24,55.0,61,99,7,0.81,3.7,3.97,,,2.85,2.54,0.42,,,0.67,5.33,6.7,,,-2.84,-0.56,2.09,,,-0.28,0.53,0.58,,,7.47,7.06,7.94,,,-0.72,1.96,-0.98,,,7.34,8.53,6.16,,,-0.34,2.48,-3.21,,,3.86,3.26,2.71,,,0.9,3.33,5.26,,,4.19,4.75,2.74,,,40-55 (Weak)
2025-08-25,48.0,27,50,10,0.36,3.31,3.97,,,1.62,2.43,0.42,,,-0.03,4.64,6.7,,,-3.54,-0.81,2.09,,,-0.81,-0.02,0.58,,,6.23,6.63,7.94,,,-0.54,1.2,-0.98,,,6.61,9.65,6.16,,,-2.82,2.67,-3.21,,,2.93,3.28,2.71,,,0.42,3.15,5.26,,,3.83,4.66,2.74,,,40-55 (Weak)
2025-08-26,38.0,24,50,11,0.72,5.07,5.05,,,2.24,4.21,1.79,,,0.97,6.73,8.05,,,-4.2,0.18,2.7,,,-0.06,1.46,2.28,,,5.68,7.68,8.38,,,-1.92,0.43,-1.87,,,8.65,12.79,7.95,,,-2.24,6.55,-1.0,,,3.83,5.37,4.33,,,1.22,6.26,6.91,,,5.06,6.95,4.49,,,<40 (Bearish)
2025-08-27,30.0,20,52,5,0.63,5.98,5.65,,,1.83,5.57,3.39,,,1.06,7.98,9.29,,,-5.03,1.8,3.77,,,-1.38,2.3,3.59,,,5.17,8.26,8.72,,,-1.38,1.47,-1.01,,,7.36,13.64,9.37,,,-1.74,8.18,2.14,,,3.41,6.23,4.95,,,1.52,7.04,7.69,,,4.74,7.95,5.29,,,<40 (Bearish)
2025-08-28,32.0,20,50,5,0.55,5.98,6.96,,,2.87,5.57,4.93,,,1.19,7.98,10.61,,,-5.06,1.8,5.29,,,-1.53,2.3,4.83,,,4.98,8.26,9.98,,,-1.2,1.47,-0.31,,,7.74,13.64,11.62,,,-0.88,8.18,3.28,,,4.12,6.23,6.77,,,1.65,7.04,8.91,,,5.97,7.95,6.7,,,<40 (Bearish)
2025-08-29,34.0,20,50,9,0.85,6.18,7.32,,,3.18,5.34,5.06,,,1.5,8.5,11.33,,,-4.23,1.93,6.44,,,-1.51,2.05,4.86,,,5.91,8.76,10.59,,,-2.13,-0.06,-1.2,,,8.39,15.74,12.22,,,0.46,8.48,3.92,,,4.25,6.0,6.29,,,2.01,7.58,9.12,,,6.2,7.42,6.58,,,<40 (Bearish)
2025-08-30,31.0,20,50,5,0.04,5.8,6.41,,,1.75,5.35,3.7,,,0.85,8.12,10.65,,,-5.73,0.98,4.66,,,-1.39,2.99,5.6,,,3.03,5.02,8.24,,,-2.19,0.78,-1.03,,,6.64,15.82,10.61,,,-0.57,8.04,2.65,,,2.68,6.42,4.08,,,1.17,7.99,7.9,,,4.34,7.31,4.03,,,<40 (Bearish)
2025-08-31,40.0,20,50,5,-0.06,5.09,6.3,,,1.76,5.12,3.83,,,1.17,7.46,10.52,,,-5.84,0.46,5.06,,,-1.49,2.38,5.09,,,3.44,4.56,9.09,,,-2.61,0.3,-1.2,,,7.88,15.3,11.26,,,-1.39,8.08,1.6,,,2.47,6.55,4.05,,,0.67,7.4,7.64,,,4.64,7.32,4.19,,,<40 (Bearish)
2025-09-01,43.0,20,50,10,0.86,4.46,6.3,,,2.13,4.73,3.83,,,2.49,6.99,10.52,,,-5.14,-0.08,5.06,,,-0.21,1.82,5.09,,,4.32,4.48,9.09,,,-1.9,0.06,-1.2,,,8.46,14.04,11.26,,,-0.3,7.7,1.6,,,3.0,6.21,4.05,,,0.85,6.92,7.64,,,4.93,7.44,4.19,,,40-55 (Weak)
2025-09-02,32.0,20,50,5,1.28,4.82,6.49,,,2.0,5.17,3.29,,,3.59,8.28,11.22,,,-5.0,-0.24,5.07,,,0.17,3.33,5.38,,,4.57,4.91,9.41,,,-2.88,-1.15,-2.3,,,9.51,13.52,10.32,,,-1.13,9.31,0.87,,,2.57,5.67,3.04,,,1.22,7.02,7.44,,,4.77,6.52,2.99,,,<40 (Bearish)
2025-09-03,41.0,20,50,5,0.73,4.24,5.33,,,1.32,4.48,2.51,,,2.81,7.46,9.63,,,-4.3,0.5,5.82,,,-0.93,2.2,4.31,,,3.79,4.14,8.55,,,-3.16,-1.43,-2.77,,,6.21,10.09,6.61,,,-1.52,8.88,0.27,,,2.16,5.25,2.41,,,0.97,6.76,6.71,,,4.46,6.2,2.38,,,40-55 (Weak)
2025-09-04,42.0,23,50,12,1.39,4.16,5.06,,,2.14,4.96,1.86,,,3.75,7.45,9.75,,,-1.2,1.45,7.63,,,-0.62,2.41,4.53,,,3.32,3.26,6.34,,,-3.58,-1.66,-3.77,,,5.92,10.78,6.75,,,-0.07,9.73,0.29,,,3.16,6.3,2.39,,,1.99,7.33,6.4,,,5.56,7.42,2.35,,,40-55 (Weak)
2025-09-05,54.0,79,105,18,1.36,3.46,5.23,,,2.24,4.59,2.19,,,3.68,6.86,9.56,,,0.25,1.84,10.75,,,-0.66,1.87,4.72,,,2.04,1.1,5.36,,,-2.19,-0.85,-1.92,,,5.2,8.44,6.09,,,1.1,10.15,2.02,,,3.12,5.77,2.01,,,1.79,6.66,6.1,,,5.47,6.13,2.53,,,40-55 (Weak)
2025-09-06,58.0,82,98,19,1.23,2.97,5.7,,,1.82,2.87,1.99,,,3.54,6.21,10.32,,,1.2,2.99,12.8,,,-0.39,1.76,4.95,,,-1.22,-2.07,2.76,,,-1.98,-0.82,-1.72,,,4.81,5.8,6.41,,,0.63,7.99,1.89,,,3.15,4.52,1.99,,,1.61,5.77,6.35,,,5.43,4.32,2.59,,,55-70 (Bullish)
2025-09-07,52.0,49,90,5,1.35,2.97,4.79,,,1.94,2.87,-0.09,,,3.79,6.21,9.32,,,1.16,2.99,12.48,,,0.05,1.76,3.55,,,-0.94,-2.07,1.5,,,-2.51,-0.82,-2.9,,,4.52,5.8,4.36,,,1.73,7.99,-1.7,,,3.44,4.52,0.46,,,1.99,5.77,5.08,,,5.54,4.32,0.43,,,40-55 (Weak)
2025-09-08,53.0,49,79,16,1.1,2.9,4.79,,,1.15,2.97,-0.09,,,3.38,6.81,9.32,,,2.69,2.35,12.48,,,-0.72,1.39,3.55,,,-2.45,-1.51,1.5,,,-2.99,-1.31,-2.9,,,4.31,7.3,4.36,,,-0.13,7.97,-1.7,,,2.32,4.37,0.46,,,1.34,4.71,5.08,,,4.36,4.91,0.43,,,40-55 (Weak)
2025-09-09,57.0,85,133,8,1.26,2.84,4.39,,,1.57,3.21,-0.23,,,3.64,6.86,9.26,,,1.06,1.23,9.46,,,-0.53,1.48,2.67,,,-2.19,-1.19,1.52,,,-3.17,-2.06,-3.46,,,6.39,7.71,4.19,,,0.91,8.03,-1.41,,,2.9,4.88,0.58,,,2.09,5.09,5.15,,,5.27,5.45,0.63,,,55-70 (Bullish)
2025-09-10,51.0,61,65,13,1.25,2.41,3.47,,,1.38,2.77,-0.07,,,3.8,6.24,8.59,,,-1.59,-1.37,5.38,,,0.43,1.17,1.81,,,-0.42,0.1,2.11,,,-3.32,-2.68,-4.11,,,5.14,7.43,3.62,,,1.45,6.83,-1.58,,,2.53,4.05,0.42,,,2.11,4.76,4.87,,,4.46,4.25,-0.1,,,40-55 (Weak)
2025-09-11,59.0,67,95,11,0.89,2.27,3.01,,,0.88,2.43,-0.59,,,3.58,5.98,7.85,,,-1.87,-0.88,4.96,,,-0.09,0.7,1.52,,,-0.17,0.43,2.3,,,-4.37,-2.85,-4.31,,,4.33,7.06,3.74,,,1.47,6.83,-1.93,,,1.32,3.14,-0.55,,,1.46,4.19,4.01,,,2.88,3.24,-1.06,,,55-70 (Bullish)
2025-09-12,57.0,62,92,10,0.45,2.31,3.12,,,0.55,2.25,-0.37,,,3.31,6.07,8.03,,,-2.16,0.02,5.5,,,-0.61,0.13,1.98,,,-0.63,1.05,2.96,,,-3.68,-1.83,-3.43,,,3.38,6.83,3.88,,,1.41,6.59,-1.26,,,1.0,3.23,-0.54,,,1.11,4.63,4.04,,,2.16,3.42,-1.68,,,55-70 (Bullish)
2025-09-13,55.0,61,70,9,0.63,3.22,3.9,,,-0.05,1.76,-0.14,,,3.16,6.17,8.2,,,-1.59,2.65,6.61,,,0.03,1.78,2.75,,,-0.23,2.71,3.96,,,-3.67,-1.81,-3.64,,,3.3,6.59,6.53,,,-0.98,3.57,-2.11,,,0.45,3.3,-0.25,,,0.85,5.08,4.99,,,1.85,3.17,-1.28,,,40-55 (Weak)
2025-09-14,53.0,62,117,10,0.3,3.23,3.82,,,-0.58,1.82,0.03,,,2.93,6.37,8.33,,,-1.91,2.17,6.92,,,-0.72,2.2,2.35,,,-0.45,2.32,3.02,,,-4.13,-2.31,-2.98,,,2.28,7.05,6.69,,,-1.91,4.0,-2.15,,,-0.17,3.01,-0.29,,,0.41,5.53,4.97,,,0.92,2.78,-1.25,,,40-55 (Weak)
2025-09-15,63.0,90,122,8,1.01,3.35,3.82,,,0.74,1.73,0.03,,,3.48,6.61,8.33,,,-1.39,1.11,6.92,,,-0.64,2.8,2.35,,,-0.19,1.79,3.02,,,-3.19,-1.75,-2.98,,,3.31,6.1,6.69,,,1.08,3.92,-2.15,,,0.55,3.22,-0.29,,,1.42,5.73,4.97,,,2.2,3.06,-1.25,,,55-70 (Bullish)
2025-09-16,62.0,88,118,16,1.37,3.07,3.12,,,0.66,1.67,-0.55,,,4.13,6.92,7.82,,,-1.88,0.45,6.0,,,-0.72,2.71,2.04,,,-0.36,1.2,1.55,,,-0.97,-1.28,-2.71,,,3.15,5.24,5.81,,,1.91,3.28,-3.19,,,0.08,2.82,-1.17,,,1.25,5.01,3.9,,,1.62,2.78,-2.1,,,55-70 (Bullish)
2025-09-17,53.0,52,97,16,1.5,2.7,2.09,,,0.3,1.46,-1.17,,,4.0,6.25,6.38,,,-4.11,-0.2,4.43,,,0.06,2.82,1.57,,,-0.24,0.65,0.91,,,0.52,-1.14,-2.59,,,2.78,5.77,5.45,,,1.59,2.86,-4.83,,,-0.48,2.46,-2.25,,,1.24,4.63,3.09,,,0.51,2.02,-3.67,,,40-55 (Weak)
2025-09-18,61.0,73,113,11,1.65,2.32,1.55,,,0.17,1.18,-1.81,,,4.14,5.81,5.74,,,-3.97,-1.02,3.87,,,-0.6,1.3,0.17,,,-0.53,0.52,0.59,,,0.13,-1.5,-3.4,,,2.38,5.43,5.37,,,2.15,2.93,-5.56,,,0.34,2.82,-1.99,,,2.51,4.56,2.88,,,0.84,2.07,-3.71,,,55-70 (Bullish)
2025-09-19,74.0,140,192,22,2.04,2.3,1.93,,,-0.41,-0.13,-2.73,,,4.64,6.2,6.23,,,-3.51,-1.65,5.62,,,-1.09,0.12,-0.57,,,-0.13,0.55,0.38,,,0.58,-1.62,-3.07,,,2.02,3.94,5.27,,,1.59,0.41,-5.76,,,-0.51,1.34,-3.58,,,2.43,4.14,2.44,,,0.54,1.27,-4.47,,,>70 (Strong)
2025-09-20,71.0,100,125,20,2.54,3.37,3.03,,,-0.73,-0.47,-2.26,,,4.97,7.11,6.85,,,-0.58,4.35,8.99,,,0.33,1.62,1.72,,,0.11,1.03,1.85,,,1.05,-1.12,-2.19,,,1.62,3.54,4.91,,,1.81,0.27,-3.98,,,-1.19,0.39,-3.32,,,2.75,4.65,3.78,,,0.83,1.21,-3.11,,,>70 (Strong)
2025-09-21,73.0,125,160,23,2.64,3.93,3.85,,,-0.63,-0.56,-1.6,,,4.92,7.35,7.27,,,-0.56,4.35,11.23,,,0.67,1.44,2.51,,,0.28,1.47,2.69,,,1.08,-1.04,-1.69,,,2.03,3.56,6.38,,,1.72,0.14,-3.95,,,-0.97,0.67,-2.69,,,2.79,5.25,4.58,,,0.97,1.11,-2.05,,,>70 (Strong)
2025-09-22,74.0,114,183,17,2.73,3.44,3.85,,,-0.75,-1.85,-1.6,,,5.05,6.48,7.27,,,1.63,3.9,11.23,,,0.52,0.96,2.51,,,0.24,1.41,2.69,,,1.37,-0.9,-1.69,,,2.12,1.13,6.38,,,1.92,-1.73,-3.95,,,-1.04,-0.39,-2.69,,,2.23,4.91,4.58,,,0.76,0.26,-2.05,,,>70 (Strong)
2025-09-23,72.0,119,163,18,2.87,3.14,3.98,,,-0.3,-2.36,-1.15,,,4.63,5.99,6.84,,,2.35,5.07,12.03,,,0.82,0.87,2.82,,,-0.38,0.44,2.06,,,2.7,-0.26,-0.4,,,1.11,-1.1,5.33,,,2.83,-2.88,-3.09,,,-0.58,-1.11,-2.24,,,2.41,4.32,4.77,,,0.53,-1.39,-2.28,,,>70 (Strong)
2025-09-24,72.0,123,184,14,2.95,3.6,4.47,,,0.8,-1.18,0.42,,,4.68,6.74,7.58,,,2.83,5.84,11.94,,,0.8,1.41,3.13,,,0.37,1.61,3.27,,,1.75,-0.43,-0.05,,,2.86,-0.42,6.63,,,5.65,-0.4,-0.78,,,0.34,-0.22,-0.82,,,2.71,4.82,5.11,,,0.8,-1.05,-0.93,,,>70 (Strong)
2025-09-25,51.0,36,50,11,4.32,4.29,5.03,,,1.93,-0.43,0.97,,,5.71,7.02,7.65,,,4.58,7.21,12.81,,,1.51,2.34,3.55,,,1.89,2.56,4.21,,,2.4,0.05,0.01,,,3.81,-0.64,6.55,,,8.99,1.27,1.06,,,1.49,0.49,-0.46,,,4.99,5.63,5.61,,,1.8,-0.54,-0.66,,,40-55 (Weak)
2025-09-26,44.0,26,66,5,5.32,4.99,5.63,,,3.67,1.53,2.7,,,6.85,8.15,8.5,,,7.2,9.27,14.45,,,3.73,5.04,5.47,,,2.94,3.38,4.74,,,2.88,0.37,0.52,,,5.85,1.87,9.28,,,10.09,3.94,1.85,,,2.73,1.49,0.66,,,5.43,6.08,5.8,,,3.06,0.52,1.03,,,40-55 (Weak)
2025-09-27,54.0,58,105,14,5.4,6.37,5.71,,,2.62,2.0,1.66,,,6.71,9.3,8.36,,,7.23,10.9,14.48,,,3.89,6.46,5.63,,,3.13,4.77,4.93,,,2.7,0.9,0.34,,,5.48,3.6,8.9,,,9.13,4.2,0.96,,,2.03,2.55,-0.03,,,5.3,7.14,5.66,,,1.86,0.69,-0.14,,,40-55 (Weak)
2025-09-28,40.0,20,50,10,5.28,6.42,5.31,,,2.1,1.82,1.18,,,6.89,9.69,8.21,,,6.43,11.14,13.62,,,3.61,6.46,5.14,,,2.69,4.41,4.37,,,2.12,0.96,0.45,,,6.78,3.53,8.73,,,7.99,3.45,0.28,,,1.68,1.96,-0.57,,,5.45,6.96,5.16,,,1.14,0.36,-0.69,,,<40 (Bearish)
2025-09-29,58.0,60,65,10,5.76,6.37,5.31,,,3.54,1.92,1.18,,,7.21,9.72,8.21,,,7.11,11.02,13.62,,,4.45,7.09,5.14,,,1.94,5.06,4.37,,,3.04,1.18,0.45,,,8.61,3.73,8.73,,,8.66,3.25,0.28,,,3.65,1.37,-0.57,,,6.74,6.65,5.16,,,2.84,-0.29,-0.69,,,55-70 (Bullish)
