ticker,entry_date,exit_date,pnl,days_held,entry_rs,entry_vol,entry_trend,entry_regime,exit_reason,rs_bucket,vol_bucket,hold_bucket
CUMMINSIND,2021-03-17,2021-10-01,10.392166907735756,198,34.659369210702735,43.61892874927419,100,Mild_Bull,Trail,20-50%,35-45%,120-365d
TATAPOWER,2021-03-19,2021-10-19,123.34386171408302,214,29.802507385238215,43.09086488893853,100,Mild_Bull,Trail,20-50%,35-45%,120-365d
PRESTIGE,2021-09-09,2021-10-19,3.042076028387398,40,36.265831014135394,52.12662695797621,100,Strong_Bull,Trail,20-50%,45-60%,30-60d
POLYCAB,2021-06-16,2021-10-20,19.97601253125844,126,36.01583319581449,32.28552001511585,100,Strong_Bull,Trail,20-50%,30-35%,120-365d
DABUR,2020-04-08,2021-10-21,21.708540493408215,561,35.08768891942711,47.928179427357534,100,Strong_Bear,Trail,20-50%,45-60%,365d+
TRENT,2021-08-20,2021-10-22,17.12551707470836,63,2.628474948117244,31.063796075862797,100,Strong_Bull,Trail,2-5%,30-35%,60-120d
COFORGE,2021-06-17,2021-10-25,27.76096236880766,130,28.183176349184244,53.536888978572975,100,Strong_Bull,Trail,20-50%,45-60%,120-365d
VEDL,2021-10-20,2021-10-28,-15.55089922319151,8,31.022335264479985,54.501199840010614,100,Strong_Bull,Stop,20-50%,45-60%,<30d
GODREJPROP,2021-10-01,2021-10-29,0.0,28,49.342788092086295,46.12404537012154,100,Strong_Bull,Trail,20-50%,45-60%,<30d
OBEROIRLTY,2021-10-28,2021-11-18,3.336142327269071,21,15.821169907763105,61.79912666133058,100,Strong_Bull,Trail,10-20%,60%+,<30d
TATASTEEL,2021-08-23,2021-11-26,-18.131974876329178,95,17.214570541669367,37.604884164339744,100,Strong_Bull,Stop,10-20%,35-45%,60-120d
BEL,2021-08-23,2021-11-26,13.85544211683018,95,8.923803598388966,34.9183641801117,100,Strong_Bull,Trail,5-10%,30-35%,60-120d
GODREJPROP,2021-10-29,2021-12-17,-15.609192228297768,49,27.268479166367158,53.5000691296642,100,Strong_Bull,Stop,20-50%,45-60%,30-60d
PERSISTENT,2021-03-18,2022-01-17,137.32661258565017,305,36.87130129227978,37.266446943738295,100,Mild_Bull,Trail,20-50%,35-45%,120-365d
LTIM,2021-10-19,2022-01-19,-2.0818392992377603,92,39.936053852267605,43.629367972238406,100,Strong_Bull,Stop,20-50%,35-45%,60-120d
TECHM,2021-10-25,2022-01-21,5.597410264838411,88,21.51561035327475,31.748132330020706,100,Strong_Bull,Trail,20-50%,30-35%,60-120d
TITAN,2021-10-21,2022-01-25,-0.8014306482797953,96,25.902185862016914,33.23451701189643,100,Strong_Bull,Stop,20-50%,30-35%,60-120d
PRESTIGE,2021-11-18,2022-02-04,0.6855957933009275,78,28.707655169886095,61.03586373064929,100,Mild_Bull,Trail,20-50%,60%+,60-120d
TATAPOWER,2021-10-19,2022-02-14,-4.026118775450923,118,65.70454924058002,62.523798847448035,100,Strong_Bull,Stop,50%+,60%+,60-120d
MOTHERSON,2022-01-17,2022-02-18,-16.4336487370158,32,32.73824524283911,71.13123656804726,100,Strong_Bull,Stop,20-50%,60%+,30-60d
VEDL,2021-11-26,2022-02-24,-0.7300215094954716,90,28.491775267077436,55.40365935190674,100,Mild_Bull,Stop,20-50%,45-60%,60-120d
TVSMOTOR,2021-11-26,2022-03-04,-18.033386832746203,98,30.572893629174494,30.90478097999941,100,Mild_Bull,Stop,20-50%,30-35%,60-120d
POLYCAB,2022-01-19,2022-03-04,-15.04370159925474,44,20.835960621813914,34.01894915241977,100,Strong_Bull,Stop,20-50%,30-35%,30-60d
MARUTI,2022-01-21,2022-03-07,-17.34578059251693,45,15.599159374356086,30.811119724849068,100,Strong_Bull,Stop,10-20%,30-35%,30-60d
ONGC,2021-10-22,2022-03-15,9.258891194255115,144,24.097594865356864,35.16502934721455,100,Strong_Bull,Trail,20-50%,35-45%,120-365d
NATIONALUM,2022-01-25,2022-03-15,8.666027941607904,49,12.54253067408344,46.61316787564543,100,Mild_Bull,Trail,10-20%,45-60%,30-60d
HINDALCO,2022-02-14,2022-04-12,4.047953574346356,57,23.401826585603395,35.67168954633942,100,Mild_Bull,Trail,20-50%,35-45%,30-60d
NATIONALUM,2022-03-15,2022-04-22,1.3198529752598105,38,19.43818142736943,46.92774452379744,100,Mild_Bull,Trail,10-20%,45-60%,30-60d
COALINDIA,2022-02-18,2022-04-29,12.661728943440204,70,14.797857034125203,30.570249692978145,100,Mild_Bull,Trail,10-20%,30-35%,60-120d
NMDC,2022-02-04,2022-05-04,7.3598963039106735,89,17.78500266455097,32.79266199299791,90,Strong_Bull,Trail,10-20%,30-35%,60-120d
BANKBARODA,2022-02-24,2022-05-04,7.611939812831793,69,21.247901535688104,44.54919965278537,100,Mild_Bull,Trail,20-50%,35-45%,60-120d
JINDALSTEL,2022-03-04,2022-05-06,15.87281892129171,63,26.070545427301493,49.97699289538712,100,Mild_Bull,Trail,20-50%,45-60%,60-120d
VEDL,2022-03-04,2022-05-06,8.347764919067526,63,19.538699776943794,40.6763642173271,100,Mild_Bull,Trail,10-20%,35-45%,60-120d
TRENT,2022-03-15,2022-05-06,-0.9928754540476046,52,15.096709743507688,37.4079065058654,100,Mild_Bull,Stop,10-20%,35-45%,30-60d
TATASTEEL,2022-03-07,2022-05-13,-15.086312575560493,67,20.103749559494098,44.413386536501754,90,Mild_Bull,Stop,20-50%,35-45%,60-120d
JINDALSTEL,2022-05-06,2022-05-23,-21.486695834151114,17,28.810227393669855,45.53814846099343,100,Strong_Bear,Stop,20-50%,45-60%,<30d
POLYCAB,2022-05-13,2022-06-14,-15.318616345500427,32,13.722278710727537,37.34638245960699,100,Strong_Bear,Stop,10-20%,35-45%,30-60d
ABB,2021-12-17,2022-06-17,-0.9625768670025933,182,22.75575908023639,38.96190063351658,100,Mild_Bull,Stop,20-50%,35-45%,120-365d
HAL,2022-04-12,2022-09-26,40.6265253413217,167,35.97121632016181,35.61090148694729,100,Strong_Bull,Trail,20-50%,35-45%,120-365d
BEL,2022-04-22,2022-09-26,20.703315654491053,157,26.97441478138921,35.151996017360815,100,Recovery,Trail,20-50%,35-45%,120-365d
COALINDIA,2022-05-04,2022-09-27,15.750825145359434,146,24.67136452393509,47.98354959811063,100,Strong_Bear,Trail,20-50%,45-60%,120-365d
ASHOKLEY,2022-05-23,2022-09-28,11.08554421582558,128,13.39611918504842,45.62969241047074,90,Strong_Bear,Trail,10-20%,45-60%,120-365d
HEROMOTOCO,2022-06-22,2022-09-28,3.9491119652368942,98,16.045409950307075,33.743954845315315,75,Strong_Bear,Trail,10-20%,30-35%,60-120d
TRENT,2022-09-26,2022-11-16,-1.0007471777485286,51,26.820743239213314,33.21554298804844,100,Mild_Bull,Stop,20-50%,30-35%,30-60d
EICHERMOT,2022-06-14,2022-11-17,27.25208453692291,156,24.439415393299257,31.80421275657649,90,Strong_Bear,Trail,20-50%,30-35%,120-365d
M&M,2022-05-06,2022-11-21,37.687019862646665,199,10.516453257768134,33.14673102433608,90,Strong_Bear,Trail,10-20%,30-35%,120-365d
NTPC,2022-04-29,2022-12-23,6.355046939384613,238,19.122628168727033,30.31796400860908,100,Strong_Bear,Trail,10-20%,30-35%,120-365d
HAL,2022-09-27,2022-12-23,7.695010470763945,87,20.035766655968764,33.27323971682368,100,Mild_Bull,Trail,20-50%,30-35%,60-120d
BANKBARODA,2022-09-28,2022-12-23,33.6892187311702,86,18.306271656647148,34.588584130439735,100,Mild_Bull,Trail,10-20%,30-35%,60-120d
NMDC,2022-11-17,2022-12-23,5.584484219824663,36,16.213246918184375,32.80979443560421,90,Strong_Bull,Trail,10-20%,30-35%,30-60d
BANKBARODA,2022-12-23,2023-01-27,-6.980187049497881,35,24.817890733029063,39.37742655456203,100,Mild_Bull,Stop,20-50%,35-45%,30-60d
HINDALCO,2022-12-26,2023-02-06,0.9933363772511568,42,12.75942337096048,38.066842839459895,90,Mild_Bull,Trail,10-20%,35-45%,30-60d
NMDC,2022-12-26,2023-02-07,1.5968979814732644,43,16.919637611067515,34.79922827189638,100,Mild_Bull,Trail,10-20%,30-35%,30-60d
VEDL,2022-11-21,2023-02-27,2.82908233498889,98,15.258166173091013,43.72653390691408,100,Strong_Bull,Trail,10-20%,35-45%,60-120d
PERSISTENT,2022-12-27,2023-03-14,16.470675128520842,77,16.695641740789416,34.79311314365963,100,Mild_Bull,Trail,10-20%,30-35%,60-120d
RELIANCE,2022-05-06,2023-03-20,-15.72959914270189,318,17.645611340983947,30.652886938133307,100,Strong_Bear,Stop,10-20%,30-35%,120-365d
MOTHERSON,2023-03-14,2023-03-20,-16.814710244761407,6,17.731205311485347,31.475704837999512,100,Mild_Bull,Stop,10-20%,30-35%,<30d
JINDALSTEL,2022-09-28,2023-03-24,32.28480816744529,177,12.351580392207918,35.62986130319763,75,Mild_Bull,Trail,10-20%,35-45%,120-365d
GODREJPROP,2023-04-10,2023-08-03,28.05796648057573,115,3.348922977953261,33.17676149006674,75,Recovery,Trail,2-5%,30-35%,60-120d
BANKBARODA,2023-03-03,2023-08-16,11.230234323720667,166,4.763536090460984,41.37998990678838,100,Mild_Bull,Trail,2-5%,35-45%,120-365d
NATIONALUM,2023-01-27,2023-08-18,8.88544822092314,203,20.913257869189035,32.49948698457777,90,Mild_Bull,Trail,20-50%,30-35%,120-365d
PRESTIGE,2023-08-23,2023-09-22,5.052974078785553,30,7.503128037474874,33.02305391268742,100,Strong_Bull,Trail,5-10%,30-35%,<30d
ABB,2022-09-26,2023-09-28,37.01827150645147,367,23.474516226015744,34.116317050795956,100,Mild_Bull,Trail,20-50%,30-35%,365d+
COFORGE,2023-02-14,2023-10-13,23.77722536262203,241,8.249661418032339,31.342883455186254,100,Mild_Bull,Trail,5-10%,30-35%,120-365d
HAL,2023-03-01,2023-10-23,38.99766881168532,236,3.4160868063017804,32.57446090666504,100,Mild_Bull,Trail,2-5%,30-35%,120-365d
JINDALSTEL,2023-08-16,2023-10-23,-0.8965861019049929,68,16.32620808461764,31.623564802323816,100,Strong_Bull,Stop,10-20%,30-35%,60-120d
BEL,2023-03-31,2023-10-26,32.69246628469007,209,3.025296143886697,31.802617192769915,90,Mild_Bull,Trail,2-5%,30-35%,120-365d
POLYCAB,2023-08-03,2023-10-26,5.56675377980151,84,36.121497575814395,35.15264336262687,100,Strong_Bull,Trail,20-50%,35-45%,60-120d
PRESTIGE,2023-09-28,2023-12-21,76.81316455582999,84,3.207817501393542,36.62107981751998,100,Mild_Bull,Trail,2-5%,35-45%,60-120d
NATIONALUM,2023-10-13,2024-01-08,26.348440214082036,87,11.036527885813053,32.93590633699008,100,Strong_Bull,Trail,10-20%,30-35%,60-120d
FEDERALBNK,2022-11-16,2024-01-23,6.123120494582428,433,17.383035452495843,32.396783216829164,100,Strong_Bull,Trail,10-20%,30-35%,365d+
OBEROIRLTY,2023-11-21,2024-01-23,-2.6197822695412274,63,28.65806009739697,30.11561839952968,100,Strong_Bull,Stop,20-50%,30-35%,60-120d
PRESTIGE,2023-12-21,2024-01-23,6.7941564878967515,33,69.80596442630673,48.31184141732547,100,Strong_Bull,Trail,50%+,45-60%,30-60d
NATIONALUM,2024-01-08,2024-02-12,15.717177112990225,35,22.27628200650507,46.00803055236671,100,Strong_Bull,Trail,20-50%,45-60%,30-60d
TATAPOWER,2024-01-23,2024-02-12,4.477175450344056,20,31.256111897524114,34.545695076809615,100,Strong_Bull,Trail,20-50%,30-35%,<30d
PRESTIGE,2024-01-23,2024-02-14,-3.1413579878809745,22,44.11050189153226,54.28973353339489,100,Strong_Bull,Stop,20-50%,45-60%,<30d
POWERGRID,2022-05-04,2024-03-13,65.87372455175138,679,17.190483337307995,30.190565166056015,100,Strong_Bear,Trail,10-20%,30-35%,365d+
NMDC,2023-09-22,2024-03-13,47.06996020304916,173,34.59685219527452,33.37213844343336,100,Strong_Bull,Trail,20-50%,30-35%,120-365d
COALINDIA,2023-10-26,2024-03-13,44.53806774286959,139,39.40662757227968,30.125102683535783,100,Mild_Bull,Trail,20-50%,30-35%,120-365d
GODREJPROP,2023-11-03,2024-03-13,23.584956838595126,131,14.218638963748232,30.137767434925834,100,Mild_Bull,Trail,10-20%,30-35%,120-365d
NATIONALUM,2024-02-12,2024-03-13,-3.7317543992700584,30,48.66595634433111,53.133190383138896,100,Strong_Bull,Stop,20-50%,45-60%,<30d
TATAPOWER,2024-02-12,2024-03-13,2.8338440967961778,30,34.39683089076289,39.73569105115652,100,Strong_Bull,Trail,20-50%,35-45%,<30d
COFORGE,2023-11-16,2024-03-18,0.22709427917228564,123,11.199815754621769,32.436722760193035,100,Strong_Bull,Trail,10-20%,30-35%,120-365d
HAL,2024-01-23,2024-03-20,3.8698585636980707,57,42.442242242335205,30.058088085954836,100,Strong_Bull,Trail,20-50%,30-35%,30-60d
DLF,2024-03-13,2024-05-08,2.6922789586441334,56,20.066832025687788,33.35538419146708,100,Strong_Bull,Trail,20-50%,30-35%,30-60d
TATAPOWER,2024-03-20,2024-05-13,8.38378247792214,54,11.299857963302198,38.47747215913602,100,Mild_Bull,Trail,10-20%,35-45%,30-60d
CUMMINSIND,2024-03-13,2024-06-04,21.29896898570725,83,34.4801692894936,32.10343294067184,100,Strong_Bull,Trail,20-50%,30-35%,60-120d
BANKBARODA,2024-03-13,2024-06-04,-4.848599842859114,83,15.511206537476893,33.7107476484539,100,Strong_Bull,Stop,10-20%,30-35%,60-120d
ABB,2024-03-13,2024-06-04,37.46309764755485,83,13.333233752249432,37.891958730307316,100,Strong_Bull,Trail,10-20%,35-45%,60-120d
POWERGRID,2024-03-13,2024-06-04,11.975035121501973,83,10.932619182773132,34.44060904029273,100,Strong_Bull,Trail,10-20%,30-35%,60-120d
COALINDIA,2024-03-18,2024-06-04,4.7528656520721215,78,19.12509545233476,38.25242642545966,100,Strong_Bull,Trail,10-20%,35-45%,60-120d
VEDL,2024-05-08,2024-06-04,5.670070778970301,27,46.48836799983557,39.66719716260684,100,Strong_Bull,Trail,20-50%,35-45%,<30d
HAL,2024-05-13,2024-06-04,10.495305531298078,22,33.13563766121764,34.93077904083782,100,Mild_Bull,Trail,20-50%,30-35%,<30d
OBEROIRLTY,2024-06-04,2024-07-08,-1.1557468600257352,34,31.406680238270983,38.362221248005184,100,Mild_Bull,Stop,20-50%,35-45%,30-60d
POLYCAB,2024-06-04,2024-07-09,0.42846127704519027,35,37.38084326103021,31.76927341104252,100,Mild_Bull,Trail,20-50%,30-35%,30-60d
ABB,2024-06-04,2024-07-18,2.9530112549116567,44,42.037282435945514,46.97686408624768,100,Mild_Bull,Trail,20-50%,45-60%,30-60d
HAL,2024-06-04,2024-07-18,15.747640366167895,44,40.759662705477844,57.51707781998642,100,Mild_Bull,Trail,20-50%,45-60%,30-60d
SIEMENS,2024-06-04,2024-07-19,7.50218247023142,45,39.53081047954479,42.92322312035511,100,Mild_Bull,Trail,20-50%,35-45%,30-60d
WIPRO,2024-03-13,2024-07-22,0.27756111020571494,131,14.504297069952893,31.133521488731393,100,Strong_Bull,Trail,10-20%,30-35%,120-365d
VEDL,2024-06-04,2024-08-05,-0.21009982964298066,62,62.99816568671026,49.67628373259237,100,Mild_Bull,Stop,50%+,45-60%,60-120d
TRENT,2023-03-20,2024-08-06,289.15270883112817,505,2.7869534663087414,30.879856928924372,90,Mild_Bull,Trail,2-5%,30-35%,365d+
ONGC,2024-02-14,2024-08-06,15.521680082248427,174,29.093012666592024,35.109296424815135,100,Strong_Bull,Trail,20-50%,35-45%,120-365d
M&M,2024-06-04,2024-08-06,3.0832446573780774,63,35.60191938036008,32.55083314545381,100,Mild_Bull,Trail,20-50%,30-35%,60-120d
BEL,2024-07-09,2024-09-06,-15.063262489379948,59,40.605470229089335,56.08095195614665,100,Strong_Bull,Stop,20-50%,45-60%,30-60d
HAL,2024-07-18,2024-09-19,-15.397551457715808,63,22.77578418657088,58.45080180260813,100,Strong_Bull,Stop,20-50%,45-60%,60-120d
ASHOKLEY,2024-07-22,2024-09-30,2.037272697927945,70,25.560513155679935,44.39935821720246,100,Strong_Bull,Trail,20-50%,35-45%,60-120d
TRENT,2024-09-06,2024-10-25,3.6305789186980983,49,36.37733855982677,39.00029165033937,100,Strong_Bull,Trail,20-50%,35-45%,30-60d
GODREJPROP,2024-07-19,2024-11-08,-17.270278019814373,112,16.381152124719904,49.04748734232628,100,Strong_Bull,Stop,10-20%,45-60%,60-120d
MOTHERSON,2024-07-08,2024-11-12,-17.206926173886274,127,60.40709643867834,33.98852248011925,100,Strong_Bull,Stop,50%+,30-35%,120-365d
TATAPOWER,2024-09-30,2024-11-13,-17.250310740624624,44,5.042748090118426,30.25316655973851,100,Strong_Bull,Stop,5-10%,30-35%,30-60d
NATIONALUM,2024-10-25,2024-11-13,0.37465862128758176,19,18.09090777032661,43.744076947098044,100,Mild_Bull,Trail,10-20%,35-45%,<30d
NATIONALUM,2024-11-13,2024-12-13,4.764439407192491,30,38.519064727379984,39.925200032559424,100,Mild_Bull,Trail,20-50%,35-45%,<30d
NTPC,2024-08-06,2024-12-18,-16.489516060727567,134,11.282228862468067,44.36833112099345,100,Strong_Bull,Stop,10-20%,35-45%,120-365d
SIEMENS,2024-12-13,2024-12-24,-15.598907439363943,11,19.824287225982197,34.679766378126615,100,Strong_Bull,Stop,10-20%,30-35%,<30d
VEDL,2024-09-24,2024-12-26,-0.2823810695885187,93,3.5100012589634684,30.392642565967975,100,Strong_Bull,Stop,2-5%,30-35%,60-120d
NMDC,2024-11-12,2025-01-10,-15.85691302355245,59,8.364267591466701,35.74996265422406,75,Mild_Bull,Stop,5-10%,35-45%,30-60d
PRESTIGE,2024-07-18,2025-01-13,-18.7055598174676,179,34.02173510974472,59.31693264262591,100,Strong_Bull,Stop,20-50%,45-60%,120-365d
COFORGE,2024-08-05,2025-01-13,48.01171091589419,161,27.406806868378677,32.36605562789896,90,Strong_Bull,Trail,20-50%,30-35%,120-365d
PERSISTENT,2024-08-06,2025-01-13,33.425188909093876,160,26.551126790888024,38.40012980848736,100,Strong_Bull,Trail,20-50%,35-45%,120-365d
OBEROIRLTY,2024-11-08,2025-01-13,-0.1710643597304523,66,12.099839385847629,31.097552500188,100,Mild_Bull,Stop,10-20%,30-35%,60-120d
TRENT,2024-12-31,2025-01-21,-19.462749467566294,21,2.43398017615326,34.12477514145672,100,Mild_Bull,Stop,2-5%,30-35%,<30d
POLYCAB,2024-12-24,2025-01-24,-16.5831249608382,31,15.050355314988906,31.036914579845586,100,Mild_Bull,Stop,10-20%,30-35%,30-60d
POWERGRID,2024-08-06,2025-02-06,-15.610621740352096,184,7.832812389893701,40.47157416588187,100,Strong_Bull,Stop,5-10%,35-45%,120-365d
BEL,2024-12-18,2025-02-14,-17.593806202828098,58,12.051410993780532,30.8889394583792,100,Mild_Bull,Stop,10-20%,30-35%,30-60d
COFORGE,2025-01-23,2025-02-14,-15.072489552635615,22,24.342918862935335,36.331566732065546,100,Strong_Bear,Stop,20-50%,35-45%,<30d
LTIM,2025-02-05,2025-02-24,-16.220717333880234,19,4.435215091285865,33.24683468036703,100,Strong_Bear,Stop,2-5%,30-35%,<30d
PERSISTENT,2025-01-15,2025-03-04,-15.400742144960272,48,17.275252588481003,37.6800766879445,100,Mild_Bull,Stop,10-20%,35-45%,30-60d
M&M,2024-11-19,2025-04-07,-15.520783000059252,139,11.536606458384004,32.7607814040209,100,Mild_Bull,Stop,10-20%,30-35%,120-365d
VEDL,2025-01-20,2025-04-07,-18.85237448310049,77,4.613289248042289,31.329339593010165,100,Strong_Bear,Stop,2-5%,30-35%,60-120d
TATASTEEL,2025-03-19,2025-04-07,-18.360665502296904,19,15.067005293131881,30.18296568986535,90,Strong_Bear,Stop,10-20%,30-35%,<30d
BANKBARODA,2025-04-07,2025-05-06,-2.3761762441285863,29,5.18873438160546,30.790598532969216,75,Strong_Bear,Stop,5-10%,30-35%,<30d
HAL,2025-04-07,2025-07-25,13.584657185704312,109,3.4920521486329035,48.594800935264615,75,Strong_Bear,Trail,2-5%,45-60%,60-120d
BEL,2025-03-19,2025-07-29,33.87930417986977,132,2.049695451497358,39.933023542164854,90,Strong_Bear,Trail,2-5%,35-45%,120-365d
DIVISLAB,2025-03-19,2025-08-06,5.901036289043363,140,4.3136578974881035,30.257707043175003,100,Strong_Bear,Trail,2-5%,30-35%,120-365d
TATASTEEL,2025-05-06,2025-11-24,17.15333927620494,202,5.297897953002056,37.03932480539397,75,Recovery,Trail,5-10%,35-45%,120-365d
MOTHERSON,2025-09-12,2026-01-20,3.0566404371164166,130,2.084652870669553,32.12823663043057,100,Strong_Bull,Trail,2-5%,30-35%,120-365d
NATIONALUM,2025-07-25,2026-01-30,104.43290844124162,189,20.821809378094688,31.40004166723439,75,Mild_Bull,Trail,20-50%,30-35%,120-365d
PERSISTENT,2025-10-16,2026-02-06,0.5391073677223965,113,4.428413292522354,35.11086738543675,90,Strong_Bull,Trail,2-5%,35-45%,60-120d
