ticker,entry,exit,pnl,reason,date
TATASTEEL.NS,104.45970916748047,107.40818786621094,2.822598992692165,Stop/Trail,2022-04-25
BANKBARODA.NS,94.059326171875,95.8766860961914,1.9321421897022066,Stop/Trail,2022-05-04
NMDC.NS,30.08488655090332,35.05241394042969,16.511703911933857,Stop/Trail,2022-05-04
BEL.NS,64.010009765625,73.01337432861328,14.06555724011671,Stop/Trail,2022-05-06
VEDL.NS,182.04766845703125,217.87049865722656,19.677719854264755,Stop/Trail,2022-05-06
JINDALSTEL.NS,438.8972473144531,497.87945556640625,13.438728224625804,Stop/Trail,2022-05-06
HINDALCO.NS,527.0260620117188,431.2119445800781,-18.18014787843834,Stop/Trail,2022-05-06
TATAPOWER.NS,250.84652709960938,213.05908203125,-15.063969792714829,Stop/Trail,2022-05-12
VEDL.NS,217.87049865722656,177.0651092529297,-18.729194478273804,Stop/Trail,2022-05-13
TATASTEEL.NS,107.40818786621094,90.03417205810547,-16.175690283264785,Stop/Trail,2022-05-23
JINDALSTEL.NS,497.87945556640625,390.9016418457031,-21.486689704639687,Stop/Trail,2022-05-23
PERSISTENT.NS,1837.6390380859375,1547.35009765625,-15.796842274968698,Stop/Trail,2022-06-17
ONGC.NS,130.5592498779297,107.15824127197266,-17.923669619606816,Stop/Trail,2022-06-20
VEDL.NS,184.28919982910156,139.31259155273438,-24.405449867966066,Stop/Trail,2022-06-20
ONGC.NS,122.90507507324219,100.46084594726562,-18.26143396649934,Stop/Trail,2022-07-04
TRENT.NS,1200.617431640625,1310.135986328125,9.121852790180181,Stop/Trail,2022-08-22
TATAPOWER.NS,216.70651245117188,211.0876922607422,-2.5928247964840074,Stop/Trail,2022-09-26
HINDALCO.NS,433.4509582519531,366.17779541015625,-15.520363160136984,Stop/Trail,2022-09-26
VEDL.NS,205.47128295898438,172.83914184570312,-15.88160673518313,Stop/Trail,2022-09-26
COALINDIA.NS,140.32969665527344,162.3028564453125,15.658239356147952,Stop/Trail,2022-09-27
BANKBARODA.NS,95.8766860961914,115.47534942626953,20.441531855215697,Stop/Trail,2022-09-28
ASHOKLEY.NS,62.38408279418945,69.2997055053711,11.085556445538977,Stop/Trail,2022-09-28
TRENT.NS,1310.135986328125,1390.6424560546875,6.1448941611164605,Stop/Trail,2022-11-16
COALINDIA.NS,162.3028564453125,173.71649169921875,7.032307073259701,Stop/Trail,2022-12-23
BANKBARODA.NS,115.47534942626953,154.37808227539062,33.68920989839507,Stop/Trail,2022-12-23
VEDL.NS,176.59934997558594,197.64430236816406,11.916777947080492,Stop/Trail,2022-12-23
NMDC.NS,31.80420684814453,32.47377395629883,2.1052784348664226,Stop/Trail,2022-12-23
BANKBARODA.NS,154.37808227539062,143.60220336914062,-6.980187049497881,Stop/Trail,2023-01-27
NMDC.NS,32.47377395629883,34.264122009277344,5.513212155100463,Stop/Trail,2023-02-07
VEDL.NS,197.64430236816406,207.04771423339844,4.7577449754752195,Stop/Trail,2023-02-27
PERSISTENT.NS,2116.35546875,2221.404541015625,4.963678069056659,Stop/Trail,2023-03-14
HINDALCO.NS,452.1815185546875,377.50439453125,-16.51485541959538,Stop/Trail,2023-03-16
JINDALSTEL.NS,428.2574157714844,530.2803955078125,23.822816833781808,Stop/Trail,2023-03-24
JINDALSTEL.NS,530.2803955078125,528.294677734375,-0.3744656205017568,Stop/Trail,2023-05-17
PERSISTENT.NS,2221.404541015625,2296.263427734375,3.3698898753724773,Stop/Trail,2023-07-26
VEDL.NS,207.04771423339844,210.11654663085938,1.4821860790993995,Stop/Trail,2023-08-03
BANKBARODA.NS,143.60220336914062,175.6257781982422,22.300197404898082,Stop/Trail,2023-08-16
ABB.NS,2955.114013671875,4049.0458984375,37.01826324482014,Stop/Trail,2023-09-28
TATASTEEL.NS,108.11582946777344,113.75194549560547,5.213034997351626,Stop/Trail,2023-10-31
NMDC.NS,34.264122009277344,64.83464050292969,89.2202009010331,Stop/Trail,2024-03-13
ONGC.NS,134.22518920898438,235.45130920410156,75.4151442003269,Stop/Trail,2024-03-13
ABB.NS,7595.3818359375,7819.67431640625,2.9530112549116567,Stop/Trail,2024-07-18
HAL.NS,4275.96923828125,4949.33349609375,15.747640366167895,Stop/Trail,2024-07-18
BEL.NS,252.86927795410156,298.28778076171875,17.961257759379183,Stop/Trail,2024-07-23
NMDC.NS,78.71989440917969,66.56714630126953,-15.437962917913925,Stop/Trail,2024-08-14
HAL.NS,4949.33349609375,4187.25732421875,-15.397551457715808,Stop/Trail,2024-09-19
VEDL.NS,389.5464172363281,429.6057434082031,10.283582238049952,Stop/Trail,2024-10-22
POLYCAB.NS,6480.33642578125,6614.43603515625,2.0693309816678744,Stop/Trail,2024-10-22
ABB.NS,7819.67431640625,7642.4521484375,-2.2663625209674643,Stop/Trail,2024-10-23
TRENT.NS,7490.8603515625,6293.498046875,-15.98430952511009,Stop/Trail,2024-11-08
ONGC.NS,277.7483825683594,234.6783447265625,-15.506854601105188,Stop/Trail,2024-11-13
VEDL.NS,429.6057434082031,437.1789855957031,1.7628354144939937,Stop/Trail,2024-12-26
NMDC.NS,74.58527374267578,62.83808517456055,-15.75001066382598,Stop/Trail,2024-12-31
POLYCAB.NS,6614.43603515625,6711.7412109375,1.471103133571257,Stop/Trail,2025-01-09
TATAPOWER.NS,433.29986572265625,365.0018005371094,-15.762309335508231,Stop/Trail,2025-01-09
ABB.NS,7603.16796875,6430.82861328125,-15.41909057234058,Stop/Trail,2025-01-09
TRENT.NS,6492.62548828125,6578.40087890625,1.3211202583580213,Stop/Trail,2025-01-10
HAL.NS,4611.4951171875,3748.37646484375,-18.716677138544963,Stop/Trail,2025-01-13
SIEMENS.NS,4017.888916015625,3394.577880859375,-15.513396417498818,Stop/Trail,2025-01-13
POLYCAB.NS,6769.6669921875,5612.09521484375,-17.099390245925537,Stop/Trail,2025-01-27
BEL.NS,298.28778076171875,248.39483642578125,-16.726445920288462,Stop/Trail,2025-02-14
COFORGE.NS,1740.1796875,1458.7359619140625,-16.17325656698527,Stop/Trail,2025-02-28
PERSISTENT.NS,6003.455078125,5093.69580078125,-15.153928288039861,Stop/Trail,2025-03-13
VEDL.NS,437.1789855957031,355.1455993652344,-18.764256502102793,Stop/Trail,2025-04-07
COFORGE.NS,1714.2469482421875,1664.490966796875,-2.9024978866862194,Stop/Trail,2025-07-24
HAL.NS,4304.70068359375,4537.4169921875,5.406097327061272,Stop/Trail,2025-07-25
TRENT.NS,5908.38134765625,4994.0,-15.476004236235848,Stop/Trail,2025-07-28
BEL.NS,296.3624572753906,387.35137939453125,30.701905685236795,Stop/Trail,2025-07-29
PERSISTENT.NS,5884.96630859375,4993.08935546875,-15.155175176153552,Stop/Trail,2025-09-08
POLYCAB.NS,6343.5,7025.0,10.743280523370379,Stop/Trail,2025-12-08
COFORGE.NS,1664.490966796875,1733.557861328125,4.149430421011021,Stop/Trail,2025-12-24
PERSISTENT.NS,5820.62060546875,5852.0,0.5391073677223965,Stop/Trail,2026-02-06
